,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,DLD1_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,PA1_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST 
SPARC,12.816532,0.28030062,8.452299,-0.057229985,1.5779009,-0.065211974,-0.07917373,-0.042658567,0.87669474,-0.09399368,16.583324,-0.072618395,-0.06316735,-0.060835622,-0.064114906,1.9420221,1.1280516,-0.05983333,-0.04147955,-0.06595515,-0.05233675,0.09924495,-0.039628208,1.5736605,-0.084314056,13.650377,7.8202043,-0.046646126,0.10369787,-0.08053366,-0.052150525,-0.059181344,10.890959,-0.06969298,-0.06653075
RPL18AP3,7.4127936,8.056289,20.248741,5.1221194,7.4967732,9.639576,0.9630282,2.774679,9.07223,8.538258,10.948933,6.6075063,10.774312,13.153585,11.143097,8.817624,5.326381,6.227746,2.4386077,6.31148,15.867202,4.3157425,4.953975,1.2701056,15.135986,8.932724,9.277528,2.6267443,7.3855147,9.568834,3.4105399,3.3322275,9.1216545,14.822583,15.74554
EEF2,8.954126,11.713328,16.16451,4.4624968,3.6093082,10.269426,12.425034,2.1607163,11.334574,11.645553,10.247395,7.3118706,10.607322,10.332659,5.1140122,11.974005,3.1737747,5.95106,4.8136888,7.2608237,22.692255,1.8843247,2.032929,15.782772,4.488243,6.3209014,7.861848,2.4143515,7.486289,8.257644,3.0395696,5.6657963,7.915758,8.614329,7.4142303
YBX1,6.377595,5.649413,12.065135,3.9905956,7.526759,5.1736913,5.7757053,1.1554149,6.8911343,8.741669,6.7191443,6.047008,2.807882,5.2547913,7.416603,9.281157,5.6214037,3.71381,3.533689,4.886434,27.729746,3.4856372,3.5926607,8.906754,8.559861,5.953993,11.9025,4.280038,8.957431,7.5439754,5.0369515,1.3791339,9.242612,3.7584672,3.0734527
RPL9,0.32090697,1.9832628,0.80440176,0.12065398,0.25524503,3.4524353,16.661453,0.14865492,3.8367107,2.0695398,0.29728195,0.32590252,0.14330138,0.27592987,0.20648037,2.310189,0.90781534,0.93962926,0.6055245,2.4099934,0.16103156,1.7837679,0.07488422,19.913553,8.454336,0.13526404,0.210199,0.50799876,1.0431863,0.29028678,0.21722421,0.93834764,0.23967446,1.1496195,5.9185305
AC107016.1,0.34257448,-0.062583864,0.68145156,0.5903423,3.8638744,0.29463595,17.799099,5.120499,1.153565,3.9825907,-0.006646096,9.581706,12.779466,4.6119742,0.50413835,3.1180606,9.236868,1.992783,3.9387722,1.7282456,1.6036545,4.9250975,2.3466134,0.85513234,0.14718203,0.15957165,-0.04513999,0.4101273,0.81655794,8.630341,11.230521,4.9203167,0.25239274,0.4853719,6.2346215
RPS16,10.90421,9.965582,16.79267,5.9829364,10.305237,12.63905,14.962114,7.394206,9.578767,9.217941,12.9379015,17.058578,9.797122,17.178003,6.8639803,10.603359,8.925504,12.871717,3.5692043,8.788417,15.115003,17.491306,6.2898817,15.767068,19.527103,14.578151,8.588017,3.608888,10.124688,12.730826,7.3822627,3.6527715,10.469054,9.85881,16.70589
XXbac-BPG252P9.9,18.52199,9.935242,13.371234,7.3375154,8.150498,6.5928917,9.212442,4.9350605,9.548058,13.928971,13.566195,5.0268908,4.64785,4.246273,5.8434663,7.7610383,7.622471,2.26599,5.537776,6.196876,4.9377394,4.003707,4.77118,10.810164,2.1184955,7.6890216,17.275541,5.0102615,17.242249,8.939444,6.210943,5.3119893,9.10501,5.1856184,2.7983105
CALR,10.11466,11.723169,11.982664,11.058216,7.9355464,3.4779627,5.6459947,1.2431989,5.5090823,8.422983,18.955894,3.5988648,3.4794753,3.1148589,8.129256,4.6557426,8.450562,1.9321753,1.6867714,3.8059146,3.4638999,5.4813247,6.0384398,7.913878,4.490551,14.183668,10.887814,4.23467,12.521943,5.2685905,5.7490335,6.5479603,14.347692,9.959172,2.0096893
RPL5,8.576898,7.8399673,9.024495,3.1266701,6.1270037,12.235794,16.197388,2.8935115,9.853664,11.2905245,6.833509,8.818909,4.479311,9.307392,3.8688798,7.3576,5.2856946,5.704389,3.5048764,6.198822,8.532705,6.447487,4.996313,22.528032,15.575431,7.1022844,7.441168,3.5982082,4.091191,9.655086,3.9750106,3.273009,5.3430347,9.239377,8.269015
RP11-386G11.10,14.9220495,9.075023,18.114264,11.260166,9.340046,10.125804,16.461054,5.128778,9.042325,14.7180395,14.4973135,7.1688647,9.540573,7.7878532,7.221575,15.220359,11.043837,3.4007459,6.6648207,14.692256,11.13778,7.4863873,7.156106,12.725384,4.595839,6.413897,14.038917,5.134553,16.931402,15.578423,9.315335,6.8339033,14.789265,7.878809,5.982104
RPS6,6.448436,4.909986,16.721914,2.301651,2.7633023,6.8276834,13.53879,0.9999914,6.8059645,7.2109733,5.315348,7.0531263,4.6330023,8.531556,3.1386733,8.903405,3.8716662,4.221857,0.8633419,4.3389964,9.320778,1.9320308,2.0440292,14.664682,11.50032,5.4335203,3.3231308,1.671299,2.797637,7.855132,5.6741843,2.8206327,5.185075,9.50105,9.873058
RPS28,0.99416053,1.6137909,3.6533604,0.41148603,0.551326,4.0343223,12.497524,0.5610345,2.3452535,0.5411511,1.6962548,1.1129392,1.0438414,2.2567828,0.93133014,1.9393667,0.32475278,0.40103695,0.3570186,1.84561,3.1206074,1.5448551,0.9994584,21.08043,1.1585542,1.2525018,1.6972637,0.32475913,0.97465616,0.79921716,0.7657683,1.1000736,0.90855277,1.242282,1.547128
RPS25,7.465415,5.181751,14.206727,3.0259848,3.4490519,6.082164,12.829875,1.4773247,5.9844327,6.3409944,5.275471,8.17551,7.1942334,11.542237,3.437135,7.256956,3.7218876,4.0863934,2.4148884,4.8304334,8.628722,5.584894,3.5702536,18.640196,13.827782,7.080656,3.053887,3.056352,4.9772015,8.469147,9.853213,4.3976326,7.911978,7.4773006,11.748848
NDUFS5,3.8968003,4.191474,5.956474,3.4096093,4.1542997,3.3599944,1.8524504,1.5856602,2.8159091,3.5327563,2.8689752,3.8135245,3.0943382,2.3291128,10.241421,3.7776449,2.787382,2.7963839,2.0690637,3.287336,23.707268,3.1743102,2.685659,4.8314905,9.681985,4.819839,4.98847,3.0161445,5.9380884,3.0826654,4.3138285,2.4424727,5.6404085,1.611914,5.723472
MTND2P28,8.852511,14.533912,7.015257,17.664663,9.737303,11.388676,10.903252,7.975827,6.191683,15.520617,5.174646,5.928847,4.893857,6.7046523,6.4409413,7.0726027,8.332284,7.692883,22.659033,9.393028,8.977692,7.2453694,8.115452,6.9666405,8.665018,7.0795536,7.3313284,4.449522,9.8054085,7.671746,10.973152,11.217305,13.726366,10.277871,6.0632267
RPS7,6.989302,6.3617196,13.505181,5.1251717,4.1921844,8.496963,12.414757,1.7993424,4.9225793,6.80323,7.18979,7.1058307,5.8878756,5.9922247,6.0971756,9.446438,4.4442115,4.784502,3.6302745,7.9593525,11.061588,5.3631315,1.7910448,17.292688,17.018345,6.064939,5.6104593,0.730981,4.1612,7.8298674,5.488677,2.7230322,7.051465,5.7834897,11.290447
LDHB,8.105067,7.0373526,10.702624,5.8235455,2.5283303,9.432187,8.654328,-0.026642358,6.445719,11.142156,8.626769,6.53454,-0.05173455,6.788694,6.529038,12.4882,2.7666178,4.894513,4.878994,5.761979,1.3790404,3.904845,2.2402365,10.855004,15.552557,3.5682425,6.200433,2.2774284,2.9265313,7.1023736,5.719327,-0.049580444,9.283087,6.0664325,0.03144165
RPL13AP5,6.1195207,5.7863717,10.429637,2.0580976,2.785651,9.118264,1.223426,3.3834105,7.0261054,3.960521,8.605259,9.553687,7.8623104,14.495141,3.2067237,8.564435,4.4868045,6.229504,1.5982419,4.8053203,9.301769,11.000509,4.2110977,1.0468242,10.949443,10.2091055,5.239047,3.2231898,5.4360437,7.1074166,4.396086,2.3485637,6.8227324,11.033278,16.586496
NPM1,6.7903304,9.258931,15.319297,4.519462,5.3092656,5.242625,9.440878,2.1119094,5.0682526,12.816619,8.22965,5.66102,4.2275157,7.881289,8.787416,13.97863,5.448554,5.2862244,3.191767,10.602307,8.737613,2.5717456,3.441211,16.258802,10.868607,2.673071,8.567245,2.5975344,5.5126934,7.170659,7.6417356,3.8562324,7.382912,2.782824,6.2665534
VIM-AS1,6.0104756,6.500959,6.325808,4.8450584,0.0514876,0.9900826,-0.09399015,-0.03625483,6.637901,-0.0891186,10.274094,-0.07088076,-0.05988618,-0.0031462773,1.6141263,5.500786,-0.017505568,-0.0599045,1.2682289,1.6347945,0.03232767,-0.057657495,0.10097076,4.312135,0.003011888,14.047734,9.961636,1.7441269,3.8517535,0.5924414,-0.06278399,-0.05539823,5.0975485,-0.07053819,-0.07268374
NPM1P27,7.045501,9.800937,15.166558,4.759233,5.168372,6.404118,0.055177644,2.5895383,6.1303596,11.290081,9.496795,5.7004395,5.303076,8.59358,11.144208,13.778811,5.367375,5.6241546,3.261204,11.221803,11.131119,2.8788571,3.9555607,0.111408114,10.3487015,3.1435559,10.345303,3.128188,6.9222903,7.8650813,6.918461,3.9248335,6.8703403,2.7351365,5.397078
PTMA,7.0755615,7.7898297,8.152175,4.867766,7.9321866,9.44963,14.60109,3.5935967,6.6423516,14.569634,7.0660996,12.309107,7.731503,8.301071,5.977617,14.410449,5.8488016,4.5904427,3.5965369,11.621385,10.743615,5.8936315,3.3681493,14.636931,5.8786097,7.8795204,6.588716,3.8433228,13.866465,14.339023,9.780005,3.276025,5.243509,6.08347,8.3943615
RPL3,6.464861,9.826185,12.918353,3.5141869,5.1640205,10.025279,12.429224,1.8490975,9.545407,8.395768,7.843813,8.329203,5.509499,13.209992,4.492848,8.703863,3.2730384,6.7113075,1.7749808,7.0827427,7.0665793,2.971038,3.9125056,17.6329,10.795938,6.61072,7.7857013,2.1490579,5.969217,7.5611835,4.1571717,4.342183,5.4528685,10.354693,8.123343
RPS27,2.9691873,2.3055854,5.171527,1.5048763,3.0183625,2.6915646,15.268259,0.865741,1.8603188,2.1975505,2.895049,2.2028244,2.1276429,3.8015702,1.4429684,1.4670929,1.3862009,1.9657469,2.4795146,2.4027328,2.923938,2.167427,1.5733519,15.7564945,6.847756,2.042715,1.9794059,0.973472,1.4953665,1.8317708,2.094929,1.5878841,2.2607427,2.7815042,11.159556
SERPIND1,-0.060488567,-0.078002125,-0.08399559,-0.061228003,-0.07731758,-0.04811167,-0.09288344,-0.04599605,-0.05226773,-0.09865669,-0.080916755,-0.074561246,-0.06700408,-0.06811796,-0.075846165,-0.082668535,-0.08003635,-0.060844973,-0.045565743,-0.02285907,-0.10138773,20.928804,-0.04616248,-0.11576099,-0.086681,-0.092330486,-0.081559815,-0.049458552,-0.10119028,-0.081747554,-0.07363116,-0.060542833,-0.05022795,-0.07460165,-0.10115863
KRT81,0.22505283,-0.075626664,0.036313783,-0.05985447,4.5463247,-0.06259455,-0.07110759,10.640298,3.786558,-0.09216046,-0.03479262,-0.07392248,1.7164904,0.10437392,-0.074601755,-0.08652249,-0.07404189,17.523426,-0.044232223,0.29888642,-0.09484804,-0.06176619,-0.022170883,-0.113968894,-0.08730584,-0.089911796,-0.06301647,-0.047118083,0.037344404,-0.050912783,1.6081356,-0.054668155,-0.08162076,-0.07475273,-0.07576347
COL1A2,-0.0852272,0.2145331,-0.11714878,-0.05656994,-0.0485696,-0.06770022,-0.08453751,-0.044651363,-0.06155662,-0.09786102,2.9987206,-0.0751637,-0.06613929,-0.06145799,-0.07529257,-0.09134436,-0.07869004,-0.060868125,-0.04222121,-0.06685385,-0.10090135,-0.061881825,-0.023465082,-0.098150134,-0.08769757,20.51951,-0.07552191,-0.048928533,-0.07054971,-0.081638046,-0.056379575,-0.059616126,-0.05999797,-0.07480516,-0.07490428
MIEN1,0.29224998,0.15880592,0.33932787,0.35854962,0.17926817,0.10924505,0.4336932,4.3996873,0.09682956,0.3258787,0.3551991,0.2765689,0.1010365,0.15805733,0.05000848,0.24322586,0.34640095,0.24988429,0.104791164,0.23383528,0.21788362,0.28543818,0.13910642,0.25974464,0.25940672,0.19693887,0.33369273,0.2387995,20.498734,0.19511196,0.32605934,0.25814903,0.3676828,0.11264772,0.8327193
RP11-742N3.1,7.2850113,7.608278,7.0725946,7.9802094,4.190198,7.8887014,0.71119195,2.157495,5.8841476,8.682999,7.461939,5.2315536,3.8839133,12.6138115,9.555139,5.6099257,3.20241,5.9334693,2.8543112,4.578237,15.458535,3.5631876,3.885936,1.0152609,14.798322,5.5954304,6.600044,2.3339903,6.8360066,9.450931,2.1312199,2.7538166,8.498498,5.604651,6.2659254
SPP1,1.7931702,-0.059018467,-0.016463185,-0.058702335,-0.0482387,-0.06475627,-0.09092505,-0.043645177,-0.046118,-0.08173897,1.7404883,-0.07205965,-0.063917615,-0.0634279,-0.070419274,0.7174252,-0.07438168,11.577251,-0.041159447,8.807107,1.549083,1.6383773,0.04645959,14.285747,-0.086271964,-0.06757139,1.4847952,0.7948807,6.8741417,-0.07637036,-0.06550622,-0.058752283,-0.010218895,-0.07317459,-0.0771615
HSPA8,15.488715,7.7484255,14.565655,5.9384093,6.9706283,2.2418137,9.369427,2.8916142,3.919938,15.50604,10.580914,5.5316052,4.1526566,6.819241,7.4659853,6.656825,3.651634,3.2799714,3.2942731,7.7492385,4.256036,4.5150204,3.3509905,8.815954,5.6977654,4.7009687,6.8801856,4.1932344,8.397455,5.212667,11.009095,6.9192967,6.8490005,7.559849,9.708833
B2M,2.3984954,5.050536,3.750952,0.7691965,6.0272446,0.945942,0.6433474,1.711622,1.5277338,1.3266708,4.535094,1.7466965,0.70058525,0.07797831,6.946618,5.043313,4.079939,2.022415,0.59708625,1.9570953,1.5916477,1.2043484,1.1830515,0.7470634,3.973764,18.152431,1.5672091,3.8676329,9.020175,1.0813996,6.9731255,1.0853219,2.374963,0.9329913,3.1548576
RPS21,4.92478,4.025751,12.125293,4.583382,6.343411,7.649488,5.277916,1.3709937,6.1915436,3.2984917,13.584276,7.9794145,7.9128404,6.1913424,4.982016,4.0558705,5.093031,4.60939,5.177555,5.556672,4.623984,4.5793095,2.8879137,4.909906,17.380281,9.04031,5.930352,1.6249259,3.7014856,7.895069,5.78494,2.907039,6.0560637,5.211365,13.200242
TUBB,14.384225,7.133071,9.831671,5.6499906,6.3215203,4.771065,7.5766516,3.5807323,7.1659,11.295249,10.389574,3.7778049,3.4917536,3.154335,4.430757,5.718835,5.448481,1.711162,3.9988675,4.482403,3.954097,3.7754056,3.6364906,10.361809,1.4686121,5.828135,13.097389,3.7998924,13.177535,6.734765,4.8639193,3.934779,6.986973,3.6257718,2.075825
RP11-138I1.4,12.702967,8.281471,11.914277,4.312527,5.158371,7.271192,12.572447,7.942909,8.500573,14.336428,11.810323,3.597761,7.510125,5.210656,4.2471104,14.686367,6.925927,3.7833652,6.38179,8.193611,8.099931,10.009101,3.3164556,13.292709,7.7707047,7.9510703,6.0077,3.8096006,7.617059,11.576968,5.1881385,4.5353055,12.826228,5.950845,7.3366737
S100A4,0.18682577,0.061973143,2.549838,1.0126467,0.62522334,-0.051791538,0.036307838,0.26043728,-0.058227215,1.7071972,2.1080325,2.0690527,-0.056716286,0.57422715,0.20015709,-0.074159525,0.056555323,0.0051515885,-0.036819957,1.5829453,0.06313278,-0.02562885,0.30620667,2.3039079,-0.0862929,7.0437193,-0.045599904,4.587068,16.689743,9.059547,0.2333209,0.12360154,0.10374774,-0.070707895,-0.010604705
RPL27,8.837621,5.1219754,13.590896,4.47304,2.48052,9.793546,10.600912,1.6462095,6.854452,5.2943,9.60088,6.9124293,4.0984206,5.4994917,3.8791955,7.348776,3.7776277,5.3876595,3.3467755,7.2964344,7.5555105,6.2628665,2.2425091,12.732141,17.169994,5.92023,6.385841,2.6893022,6.504207,6.8230457,4.2350016,4.7981453,8.126269,8.315354,8.742283
RPS13,7.5628457,5.0856695,9.812831,4.8120117,4.01853,8.621009,11.597175,1.501251,6.147138,7.7399693,7.3902593,8.049649,4.5499907,9.858596,3.5469131,6.886744,2.0579383,3.8924165,2.2883754,4.4432116,8.967102,2.701351,1.6886849,13.861287,12.363283,6.3925185,4.936196,2.0687888,5.0278153,9.132541,3.5461009,2.4290457,6.0622277,4.648136,11.921019
RPL4,6.2436147,6.609586,9.871945,2.6513486,6.1796455,6.880337,12.801725,1.950742,7.2223682,9.778453,9.197293,10.678382,6.5819287,13.25081,6.825105,9.64753,5.2175603,10.182847,2.1196296,6.987026,11.093871,4.5809135,1.9785726,15.276789,11.848446,8.777463,7.6078396,3.1591945,6.3606315,7.7961407,6.1364713,3.8639612,7.108592,8.423599,10.904149
RPL21,0.34316957,0.2896861,0.7697949,0.18612325,0.06704678,0.62135863,11.695702,0.12146745,0.21172713,0.36209646,0.27411157,0.82118,0.09643379,0.30197373,0.06880974,0.23961398,0.01205801,0.22694604,0.08128281,0.22819734,0.13828938,0.21290857,0.033351745,16.371956,1.096953,0.08864093,0.12172055,0.059576117,0.10941035,0.18437023,0.044076327,0.068886116,0.026263248,0.28269252,0.11175787
ERBB2,0.08294511,0.16329435,0.09878484,0.10940014,0.06820344,0.039689302,0.25355917,10.107833,-0.053918973,0.109875835,0.09830675,0.29977822,0.17830954,0.1757315,0.0034444495,0.044416685,0.44213805,0.122974485,-0.014191485,0.0017435589,-0.07531368,0.054563884,0.075385995,0.31308022,0.030789595,0.049571805,0.03697242,0.0019603763,17.137375,0.026220804,0.3552073,0.33668378,0.03892274,0.004105967,0.63967586
H2AFZ,10.955353,10.36237,9.869092,4.987926,3.936658,5.6069417,11.322191,3.540424,3.3936405,9.909325,7.441032,6.7375836,5.7561126,4.6452646,2.6290097,9.763597,6.8084607,4.836327,2.905331,6.7698936,10.753709,6.353335,2.6344714,12.754289,11.330903,5.1296816,13.785767,2.881996,8.2731695,3.7867212,5.94656,3.5431018,4.4571557,4.8452153,11.108124
RPL7,3.9314232,3.7859626,6.685066,1.8464313,2.7906284,2.9570055,10.065156,0.8535344,3.515722,4.319674,3.7024016,4.373864,1.9512103,2.6832411,2.615141,3.245011,1.732343,3.918915,0.49126565,2.6905007,3.7065709,1.9264046,1.5351309,9.935202,17.872131,2.2705297,2.3871675,0.8985149,2.7333672,4.344763,1.9239206,3.278433,2.3219564,6.178566,5.503409
ALDH1A1,-0.06223345,-0.059964992,-0.113539346,17.669565,-0.07131303,1.6442003,-0.09222668,-0.04557329,-0.06286466,-0.09355637,-0.04319995,2.7654042,-0.06475294,0.19973941,-0.059893325,-0.085471444,-0.07080265,1.152671,-0.04329355,0.1836348,0.7669334,6.984671,-0.042449016,-0.113784984,-0.0878356,-0.090059325,-0.06402451,-0.03815262,-0.092991926,-0.07870107,-0.07536167,-0.05964688,0.021160275,0.39508182,-0.09102299
HLA-DRA,0.47417578,-0.06884731,6.991056,-0.060098115,0.09674547,-0.06381516,-0.08318661,-0.029632874,0.072901435,-0.08230719,17.729254,-0.07076316,-0.060984544,-0.06300755,-0.067295656,-0.09147003,-0.072084785,-0.058872886,-0.043083876,-0.066031344,-0.094725244,-0.065758064,-0.046032466,-0.115368344,-0.086232856,-0.077403694,0.13602647,-0.013559648,-0.09973583,-0.079543404,0.054774687,-0.055666275,0.27185354,-0.07262135,-0.07960586
KLK2,-0.09378598,-0.07749734,-0.115454875,-0.06143004,-0.07732235,-0.070919685,-0.09446705,-0.046077475,-0.06354154,-0.09903545,-0.10098214,-0.07538557,-0.06645774,-0.06826854,-0.07595603,-0.09288209,-0.0807135,-0.06118811,-0.04564964,-0.06687436,-0.101391904,-0.065934084,-0.046338093,-0.114896536,-0.08856609,-0.09327198,-0.08314906,-0.052559976,-0.102792464,-0.080667906,-0.08468076,-0.06015025,-0.083016835,18.693846,-0.10115863
MT2A,1.886846,0.009370302,3.8109522,0.0871785,16.366451,0.107080095,2.122123,0.89653933,4.467211,2.4501705,4.2927227,0.15565497,1.1745749,0.40804124,1.2294809,1.7981496,1.062984,0.13241017,0.88032407,0.32383293,0.19379008,0.14342982,0.8851376,1.1954173,8.534191,5.9421906,2.1824808,3.7557325,1.9146981,0.5409482,0.43030864,0.020141618,1.7500379,0.51677173,0.08700139
CALM2,6.1463966,2.9111512,7.381584,2.8452625,3.7844465,4.0850782,15.725655,2.7695625,6.3936076,4.8565693,7.318166,3.46071,3.6194985,2.661457,4.0740943,7.795039,4.0852795,4.082525,3.4505076,4.1253104,6.398796,9.289088,2.1613548,9.331892,5.0420218,12.319314,4.701252,4.001207,6.0125504,4.623968,6.1911583,2.2870848,4.0225005,2.9973135,11.342709
RPL24,4.5377593,4.257287,9.675172,3.620257,3.4932833,5.9746456,11.897061,1.541831,4.6926627,6.43402,8.272997,7.256202,4.706982,4.814199,4.9242663,4.813771,4.505307,2.5702357,2.4912202,3.3935974,5.6130958,4.6047544,2.6238627,14.805382,13.642782,4.958193,4.0649915,1.3582143,4.601994,4.444561,4.8557014,2.7977877,5.8061123,3.9559307,6.903565
LYZ,-0.0645011,-0.0706295,0.025864739,-0.06036096,-0.059222627,-0.06834633,-0.091831625,-0.040974174,-0.06116701,-0.09292708,-0.09104888,13.628487,-0.06683368,0.2707008,-0.075680606,-0.087184146,-0.075704575,-0.0550925,-0.040635947,-0.0632627,-0.09057641,12.111699,-0.045243487,-0.11193855,-0.08396737,-0.081075415,-0.08032322,-0.048366506,-0.09946548,-0.053215012,-0.078498974,-0.056283254,-0.07595584,-0.06998417,-0.08478863
GSTP1,3.415267,2.7310476,5.412974,2.3216321,4.6866875,2.2019014,6.7441497,-0.03624407,1.6247786,2.8310122,3.745867,5.8957505,-0.05926672,4.1553593,1.9061496,2.9117064,-0.06663416,6.050302,3.2235248,3.2269423,6.215675,9.139043,7.1877794,7.284909,2.9406683,2.2410216,11.930223,2.3759053,9.294735,6.6273093,8.209788,-0.05442087,2.8762066,-0.06556722,-0.05256293
RPL7A,5.156344,4.682033,8.458502,1.7181333,1.8379073,7.3030896,11.543822,1.8531862,5.094018,6.0784445,5.6239977,5.4775667,6.2911925,4.3166003,4.6512914,6.333092,4.1995077,3.3187146,1.5404706,5.5448337,4.6304064,4.61842,1.4382907,13.249765,14.581738,3.7955418,3.5234804,1.2111208,3.9733584,5.086547,3.8601508,5.253784,3.7904482,7.070817,7.053021
HSP90B1,7.484667,5.3926463,7.2421837,5.2170258,4.3310637,5.2567787,7.1849103,1.2965994,3.2047434,7.614485,15.080053,3.3919039,1.4365795,3.4361444,2.7517543,7.7532597,4.508112,3.2854853,2.3854387,3.6275566,6.5862036,5.130818,2.335545,8.546241,2.4025762,9.815611,5.201819,3.2863755,7.257122,3.1561074,6.2122884,3.047837,12.23127,7.260492,2.7211506
AC021224.1,5.6906877,11.008697,11.883717,2.968241,3.167985,8.842019,0.2856447,1.4840151,4.395929,6.424943,4.828729,5.4182954,3.409255,8.906453,2.0816364,8.153266,2.4072833,2.8485892,2.1791224,5.5852447,8.550075,1.9574744,1.4186984,0.5691152,4.610953,2.499517,3.8497305,1.0204062,5.268451,9.4454,3.8138764,2.6282675,3.2880564,4.983351,2.740654
CD74,0.49999955,-0.0476972,10.191908,-0.047299977,0.52770895,-0.06320206,-0.08537962,-0.036710836,-0.03154929,-0.09680919,14.26525,-0.06236609,-0.06147375,-0.05862238,-0.06797417,-0.08850493,-0.020025805,-0.05871587,-0.043656796,-0.0658118,-0.092107385,-0.065025166,0.21276581,0.13485014,-0.08565054,-0.07662864,0.003870325,0.1051116,-0.090046145,-0.07876548,1.1898708,0.0022181126,0.09020264,-0.07213163,-0.07666611
