,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,DLD1_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,PA1_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST 
RPS17L,1.2687628,1.0010641,2.8354912,0.50112456,1.048593,1.4022925,3.200035,0.4101594,1.1797591,1.2566856,1.9244392,2.003523,1.7405639,1.8611225,1.203432,1.1928442,0.8715312,1.5650874,0.48001668,1.2496284,1.5503865,1.0704541,0.45661584,3.4413803,3.8511665,1.8245838,1.4939437,0.51801616,1.0392642,1.5101371,1.0379125,0.74268,0.96755326,2.0213463,2.5415676
AKR1C1,-0.091524154,-0.0774845,-0.08968417,-0.06125505,-0.020307178,-0.0704151,-0.093886115,-0.043289687,-0.06209421,-0.09761349,-0.04900505,-0.05792382,-0.063278355,-0.042370796,0.18753505,-0.073827714,-0.07886873,4.4886227,-0.04544785,0.9792207,1.2724452,0.48483533,-0.045446344,-0.113523975,-0.088957824,-0.048029657,-0.08001193,1.3583457,0.5163519,-0.068181515,-0.07318391,-0.059344407,-0.080408916,-0.072177514,-0.09883286
CKB,0.4103602,0.471699,0.29354104,0.35255924,0.46938574,0.5094853,-0.0043383795,-0.0415006,-0.054541945,1.7730881,1.2401744,0.97913957,0.13282594,0.34497342,-0.016375238,-0.011956308,0.54263407,-0.028672904,0.21438618,0.89129,2.7162483,1.4200867,0.10309638,1.4528483,-0.078841306,-0.016641727,0.03584345,0.07993253,1.060067,-0.0033162243,0.4996636,0.085303344,0.65825695,3.775762,0.7800508
GNAS,0.5700863,0.8608127,2.7749608,0.57322544,1.3468823,0.8399041,0.6002241,0.952292,0.5175117,0.85077006,3.070743,0.92996556,3.8815823,0.40713906,0.6049666,0.62411785,2.6273172,0.37640896,0.54359674,0.6325109,0.68292785,0.6986007,0.8404765,1.2972345,0.38388473,1.527255,0.9677592,0.40510896,1.5651717,0.72666883,1.0458072,0.9015006,2.2136316,0.8552169,1.0014876
CLIC4,1.2822127,0.7837857,1.5657063,0.1684086,0.6318007,0.3050129,1.0166612,0.117401645,0.5066124,0.37857875,1.2233689,0.23861043,0.2435249,0.13439426,0.21072347,1.7047174,0.4649593,0.11582442,0.1541821,0.08313954,0.7919607,0.31083706,0.4204653,3.8282247,0.21175079,3.1652894,0.8638463,0.319317,1.2277396,0.10790711,0.6231113,0.115620606,0.91096413,0.10775257,0.25205562
AREG,-0.08982928,-0.077789485,-0.082126044,3.688062,0.015162324,-0.07003529,2.7381387,-0.042216588,-0.053154603,1.9109912,-0.09281341,0.39742237,0.7223916,0.06423701,-0.032698542,-0.09219011,-0.042250317,0.14698696,-0.028147252,-0.060845945,0.044539116,0.01558321,-0.044892866,-0.11395179,-0.088360414,-0.080983736,-0.08209391,0.35894293,-0.086821035,-0.07668609,0.37936163,0.06281352,-0.080429375,-0.07508206,-0.027158538
CDH1,-0.0928244,-0.07644484,-0.11575807,-0.053694844,0.32880908,-0.06805819,1.9848065,0.77170235,-0.061674565,0.13444553,-0.101830736,0.7707938,1.4322143,0.3198006,-0.07506241,-0.0914786,3.8477457,0.08422352,0.032096397,-0.06663349,0.055131942,0.22248453,0.17421648,-0.10737161,-0.08828947,-0.09162018,-0.059555367,-0.048897978,-0.036603384,0.008686178,1.7072525,1.1132551,-0.08164157,0.61757857,1.3818024
SELENBP1,0.17245047,-0.075968,-0.117989354,-0.06104085,-0.050873294,4.803474,0.368646,0.31300128,-0.05261389,-0.09856141,-0.0032334498,0.041931536,0.31832644,-0.03541086,-0.064413406,-0.09255337,-0.08050752,0.0018047523,-0.045366347,0.078658104,-0.087486885,0.034885142,-0.026154848,0.16672459,-0.08898416,-0.05508548,-0.08255223,0.01366065,-0.10187693,-0.07366979,0.086678654,0.2402158,-0.06650513,0.28392115,0.99585
ALDH1A3,1.1323208,-0.0764353,3.6260397,-0.027459498,0.12571502,-0.06898431,-0.043601245,0.07161182,0.9235932,2.0273685,1.6569468,-0.04718957,-0.054312285,0.6029676,1.1930006,1.3308166,0.35753024,-0.0013174851,-0.031296987,-0.06380253,-0.018791147,-0.06479574,-0.037346043,-0.11487923,-0.086296424,0.2705391,-0.009903563,1.8764164,0.083024375,-0.040490072,0.6950327,-0.033860564,-0.07156507,0.039076135,-0.031037338
DHCR24,0.74002934,0.5227361,1.4635332,0.9634169,3.3804934,0.6173863,1.4968942,2.2709014,0.50807846,1.7540239,0.6995674,1.5403458,1.0984721,0.551553,0.6810871,0.3808149,1.9383383,0.25962064,0.044533286,0.3106713,0.31361282,1.3558567,1.5705866,1.1105117,0.5156191,0.29644352,2.8787336,0.60524553,2.5012057,0.52920586,0.5486601,2.0457017,0.20937605,2.0683227,0.7675922
EIF4H,3.2362962,2.2461479,3.7264814,1.6910373,2.435692,1.6176953,2.6857777,1.2416548,1.6749693,3.4055836,3.1358805,2.1629007,1.7567406,1.6229587,2.5853608,3.3202016,2.4335713,2.3098695,0.81297666,2.7078838,2.4957905,0.7684221,0.930891,3.424823,0.9914636,2.162879,2.5524821,1.3695052,3.764675,2.5317056,2.1818075,2.2262073,3.006103,1.9561578,1.3439339
KRR1,0.59357274,0.29750547,1.0663214,2.2065423,1.0193231,0.17594606,0.48838148,0.1539503,0.15662868,2.3324375,0.75219,0.29547688,0.30863467,0.61041445,0.27207196,0.57642317,0.4303835,0.39095756,0.45243844,0.3034265,0.73619795,0.11750338,0.09251789,0.5563035,4.540785,0.3640851,0.44238916,0.1638307,0.5293366,0.85392565,0.6555986,0.3321427,0.7998486,0.4020011,0.5697945
PRDX2,1.8610222,1.6558543,2.2609205,-0.056230433,1.4722675,2.2674308,3.6058512,0.46261302,0.8469135,1.8440243,0.8119379,1.1042078,1.9269514,1.345863,2.1356795,1.1282527,0.7840978,1.176496,-0.013838639,0.9541186,3.4286752,1.1218493,1.4170245,2.1157844,1.1564894,1.0417899,0.8807033,0.52039295,1.7376499,1.9977742,1.7493821,1.2048086,-0.07471436,2.0413043,1.1911228
NAMPT,0.49980697,0.10554586,0.16468897,0.08667592,0.2355411,0.04044334,0.76555705,0.105140716,0.1097985,0.2907072,0.64127094,0.0840798,0.027474614,0.091389075,1.363429,1.8281863,0.0754746,4.4810395,0.07391314,1.5615572,0.077641234,0.017850462,0.14577591,0.41964194,0.12149267,0.4411296,0.3532019,0.11451693,0.05126126,0.06668635,0.34930164,0.016282916,0.31097606,0.14565456,0.14483091
ITM2B,1.2943261,0.281924,0.6267403,0.39747688,1.0785593,3.8163438,0.65044767,0.40647647,0.22645605,0.4147748,1.2136688,0.4846894,0.3716971,0.47576162,0.20879452,0.5348267,0.6710164,0.28586224,0.120342106,0.15804544,0.49844563,0.55686295,0.87334466,2.457697,0.12919995,1.3220855,0.33979896,0.5227833,3.1971614,0.1253945,0.38325644,0.35721016,0.63896585,0.94958186,0.72400975
DSCAM-AS1,-0.09373797,-0.07786253,-0.11804402,-0.061454687,-0.077531055,-0.07068121,-0.094629526,0.10315941,-0.06346907,-0.09903545,-0.102926835,-0.07606316,4.073627,-0.06824619,-0.07585529,-0.09269323,-0.0807135,-0.061526436,-0.045662187,-0.06602078,-0.101570755,-0.06632538,-0.046380784,-0.11585953,-0.089257136,-0.093145646,-0.08314906,-0.05255203,-0.102691896,-0.08230274,-0.084010735,1.3806317,-0.08295335,-0.07502941,2.283704
PHGDH,0.69414544,1.1385994,0.85116726,-0.034249958,0.64456433,0.9208769,1.1416677,0.024004867,0.42919055,0.082697675,0.13743165,0.032459542,0.07444536,0.47272336,0.51777166,0.30293593,0.23838212,0.20804279,-0.027026512,0.15084076,4.409669,1.0935984,0.49814102,2.0902843,-8.8291396e-05,0.74376315,0.5562464,0.06518095,-0.017413046,-0.042387184,0.059483834,0.16359633,0.12533973,0.23874246,0.009961013
SSRP1,2.2538073,2.32443,3.98875,1.1756573,1.5372981,1.4365432,1.6858251,0.40387434,1.1870804,3.2719493,1.9036162,2.0860438,0.6122624,1.4059072,1.3552139,1.7878749,1.2845659,0.74540925,0.75831825,1.054753,2.3619347,1.170258,0.56434244,2.4396648,0.9518535,1.2605557,2.3636117,0.650042,1.8269799,2.8997579,1.5403832,1.0600973,1.1781847,1.2293985,0.360635
BZW1P2,1.8234826,1.2059385,1.7105622,0.97865856,2.4650207,0.46379638,0.3363446,0.33782902,1.0660816,4.45335,1.641523,0.8031014,1.4248389,0.68015057,1.2033688,3.0495522,1.1196564,1.2265332,1.1591551,1.5851372,1.826917,0.6993165,0.4272302,0.48016435,1.2985883,1.5074788,0.9681005,1.5937116,1.553353,1.1574167,1.2438444,0.3787459,1.213414,0.72269046,2.1828263
FOSL1,1.3185154,-0.07251721,1.4491979,0.76238203,0.026603213,-0.06644464,0.35531557,-0.03838852,3.4405508,0.9808496,1.8150777,0.029445505,-0.03410063,0.1709247,1.1394068,2.3205993,0.038180243,0.024081739,0.1354167,0.08221988,-0.09742254,-0.022883125,-0.0149576,-0.0043662544,0.88627225,1.250634,1.441664,1.0846274,0.48352027,0.26401263,0.054135654,-0.058884855,0.43701166,-0.07135026,-0.091867566
HIF1A,1.7708728,0.38981763,1.108578,0.17758407,1.1286156,0.09029633,0.4836007,0.22864653,0.6399675,1.0321386,1.7899649,0.11325642,0.12769687,0.13503915,0.49011645,0.6621847,0.50000864,0.9038098,0.298414,0.20368247,0.41547462,0.07728305,0.65680593,1.4500263,0.08376931,0.9290856,0.6651278,2.4775336,4.10678,0.21746632,0.490316,0.17261851,1.1221706,0.3019867,0.2506583
AC012379.1,2.1580966,1.3064066,3.496382,0.5466615,0.65254277,0.9119076,0.59364027,0.5170428,1.0401088,0.64344853,2.5293727,0.7493039,1.2376238,0.772528,1.0102247,1.3753589,1.0157735,1.1324806,0.34905314,1.5496364,2.2926877,0.47532597,0.22693604,2.6355972,0.6581858,3.233123,1.9674166,1.6431202,1.4923697,1.3877745,0.51317114,0.8743458,1.4158605,2.1206686,0.92176855
RP11-67L3.5,0.68064964,0.62255186,1.5594095,0.82262206,2.7267072,0.6034147,0.55195487,2.3230474,0.48980644,1.0346873,0.7126331,1.71627,1.1213595,0.47570217,0.68229985,0.41541892,1.3253165,0.28666535,0.022089805,0.37114066,0.36351594,0.6363417,1.0867741,0.5774781,0.5992926,0.29231456,3.0939765,0.6060017,2.582595,0.6122429,0.5374771,2.1693437,0.0760576,2.421091,0.70195746
TRBC2,-0.09378115,-0.077452816,-0.11429537,-0.061454687,0.009839959,-0.069749996,-0.09399945,-0.04499349,0.43142587,-0.09885321,-0.10020444,-0.075868554,-0.06499085,-0.06819202,-0.07608655,-0.0418984,-0.080333434,-0.06141711,-0.04338778,-0.06737667,-0.0921687,-0.033966415,-0.04601315,-0.11585953,-0.0892296,-0.088021226,-0.08284314,0.8220445,-0.10115012,4.6513305,-0.069356635,-0.0603667,-0.075911045,-0.07444546,-0.088233285
ATP5H,2.0992844,1.759837,1.6904457,1.4938583,1.9048866,1.3989873,2.8529963,0.6552384,1.1988584,2.0101724,1.6194266,1.3050861,1.4377211,1.259426,1.329713,1.5402453,1.749385,1.3503456,0.8206616,1.6126251,2.6437209,1.5875417,0.8371888,2.8676424,1.8660905,1.6872448,2.1749532,1.6253344,2.4433644,1.55316,1.9402933,1.9226828,2.0437338,0.78242874,5.300726
FTH1P7,0.30511424,0.072581306,0.22670771,0.100718215,1.8648105,0.02506108,0.0066047776,0.24216871,0.09495685,0.45303485,0.23668167,0.52961034,0.31169042,0.29988474,1.7513067,0.19618094,1.0829176,0.56654465,0.06918161,0.2802367,0.93551785,0.56409615,0.30323747,-0.09786205,0.0009021712,1.1105893,0.51286983,0.9486309,4.349448,0.34096158,0.27090287,0.07149223,0.1397809,0.0035226867,0.42617226
RP11-388M20.6,2.2613182,2.942152,3.253382,0.96382344,1.0962158,1.878303,1.3107172,0.845905,1.0949016,1.9611704,1.789186,0.75465316,1.1176101,1.1406316,1.039647,1.7830696,0.9083254,0.6788659,0.74319464,1.5631257,2.498492,0.5592852,0.64439315,3.9911342,0.96981156,0.9508937,1.6439965,0.5393862,1.8615663,1.9673218,1.6550933,1.1491728,1.0781227,0.41984707,1.0626823
TRMT112,1.1985667,1.1647403,3.682488,1.5372072,0.97495157,0.86758393,1.9837768,0.47940457,1.6009542,1.0345423,1.45231,1.2357872,1.3201925,0.5807298,1.6016096,0.8455034,0.92473733,0.5927365,0.5425421,0.863975,1.0081124,0.7829759,0.39564943,1.6119287,1.6969485,1.4248571,1.5375775,0.7863991,1.4349906,1.7221274,1.0162859,1.1394329,0.6453359,4.397556,0.57999444
SOD1,1.7856939,1.199942,1.931124,1.2625368,1.732383,0.5572796,1.7346246,0.48632765,0.8764075,2.0356421,1.5941576,0.8134044,0.7775171,1.2732885,1.7608479,2.0011473,1.601698,1.1830784,0.1786902,1.7894973,5.142988,1.4858242,1.251532,1.6070871,2.1907363,1.2766593,1.8432353,1.4904815,2.4636686,1.3860508,1.6426911,1.0357867,2.1337671,1.60019,2.0915835
CALM3,1.3104072,2.429641,1.5179461,0.9622217,0.6690306,0.971764,1.5195253,1.2877595,1.0225222,2.365373,1.5438606,2.286714,1.3705629,1.4524183,0.7901899,1.7583488,3.106581,0.50543296,0.49325177,0.6339038,2.0974936,2.4250107,0.8854148,3.2966306,0.8609223,1.6635752,0.97005755,0.697332,2.4786723,1.0981222,1.4094944,1.0818398,0.93170565,3.634122,1.2835524
JTB,1.720897,0.966445,1.1913033,0.54947233,1.0369786,0.8427914,0.6186277,0.8976192,0.45876533,0.8233533,0.9742031,0.9216729,1.1564703,1.1078635,1.0035609,1.0685264,0.8541643,1.5873842,0.9361376,1.5477315,1.3329757,0.7301854,1.3882343,0.68861914,2.0193791,0.797314,0.7685253,0.54962873,0.89957047,1.1503536,0.9347355,1.0527768,0.91831493,1.086995,5.355392
RPS7P1,1.7674049,1.2588465,2.317662,1.097466,0.97850883,2.5787106,0.14553298,0.5301748,1.4457642,1.5926254,1.9252753,1.3376248,1.6331077,1.6427202,1.6229107,2.1045856,0.9962258,0.9512757,0.88017154,1.5524617,3.3907259,1.527788,0.49600732,0.20639926,3.223104,1.8549823,1.5627714,0.16864714,1.1498172,1.6062286,1.4516015,0.5016339,2.0025303,1.0866282,3.1254637
ANP32B,2.1250978,2.6953664,2.590648,0.7597744,0.88041025,2.6307619,2.9039538,0.8733425,1.0884947,1.9858739,2.1818867,1.8398702,2.0664575,1.9299216,0.9854485,3.5157518,1.388511,1.0104536,0.70378983,2.3318534,3.1458952,1.4027886,0.56654704,2.8442042,1.765295,1.7910237,1.1953126,0.57136506,2.3361802,1.935434,1.6822174,0.5504793,1.2144569,1.0759895,1.375005
SF3B14,1.795587,1.3938438,2.8015456,1.4169639,1.1950892,1.2884086,2.4106963,0.46316698,1.3270206,1.3900353,1.954832,1.4272509,1.0601276,0.7000872,0.7530261,1.8727049,1.3297218,0.79347116,1.322787,1.025421,1.68094,0.8113554,1.0455445,2.4884079,4.706001,2.441199,1.5466119,0.51231074,0.92709047,1.1020623,1.2505281,0.504922,1.4134829,1.3556976,1.9560996
TMED9,2.1870718,1.0443513,1.809135,1.1796876,2.3759768,0.9013335,1.4267457,1.4235176,1.4308873,1.414532,3.7442772,1.2346153,1.7857473,0.70097136,2.8878,1.2797557,4.164143,0.9571589,0.52579266,1.2711116,2.314131,2.123881,2.7237973,1.9367692,1.862511,2.3627548,2.5676806,1.5298622,2.22899,1.0921507,2.3207994,1.8279387,2.5654294,1.2499988,1.5347209
LAMC1,1.7710617,0.6856289,1.2060847,0.1113008,0.08597347,0.20663771,0.26940826,0.054826193,0.5247354,0.25274697,2.5229115,0.004430157,0.050035488,0.050356813,0.61300445,1.3966906,0.75772285,0.25681445,0.09223518,1.0435376,2.8891335,0.36838868,0.47030854,1.7075849,-0.007839848,1.4439405,0.77743995,0.4664381,2.6808188,0.016465044,0.5239203,0.08564279,1.424583,0.7720092,0.02349151
SNRPD2,2.0706117,2.1448803,3.804093,1.114281,0.725094,1.7530705,2.2019756,1.2831244,1.4043938,1.8571861,2.8832788,2.3445055,1.398929,1.312735,1.0194597,1.0568084,1.9608133,1.1878792,0.76140463,1.2420685,1.7937413,2.405043,1.227029,2.7370098,3.56199,2.8980448,1.3059673,0.73405087,2.1359458,2.0719182,1.5957608,0.6973076,2.422112,1.4092659,2.948798
LOXL3,0.52059937,-0.033271246,1.5116305,-0.044503383,-0.017478168,-0.05759053,-0.07714785,-0.037701793,0.03408907,-0.0807212,3.103273,-0.07205528,-0.053220883,-0.050492756,-0.06290071,-0.07675954,-0.07044988,-0.05982273,-0.03933093,-0.058455337,-0.060896426,-0.06327342,-0.04046612,-0.0049292627,-0.07400277,0.56324536,-0.004132656,-0.046015117,-0.09991868,-0.056112893,-0.064657725,-0.05156925,3.2800043,-0.062137697,-0.08572492
RPL21P119,2.1549304,0.93657285,1.8315711,0.8517642,0.57395506,2.7137094,-0.08583366,0.5511834,0.9971689,1.6591675,1.9047698,3.02151,1.1418837,2.2030408,0.7185286,1.465312,0.45184717,0.7002266,0.5487783,0.68490416,1.6240028,1.5195805,0.3897007,-0.103353605,2.8915453,1.2533686,0.89999354,0.42803723,0.9567432,0.61891013,0.8504453,0.34658834,0.7429709,1.059631,2.1371403
PPT1,0.9820994,0.82476807,1.1895546,0.3377331,2.0031025,0.60217184,0.82172143,0.72246313,0.25835708,0.4087143,1.1331162,0.5714279,0.41761574,0.22675467,0.6081748,0.8510558,1.0834968,0.1964533,0.3254948,0.8559918,3.3575037,0.39133516,0.19883327,1.2373748,0.39890036,0.743915,0.95276046,0.45306635,0.51799554,0.41206235,1.0813695,0.5762332,1.1691792,0.3967989,3.936049
TXNIP,0.16869433,-0.028148225,0.14653265,-0.05994697,0.85257185,0.17223072,0.56274265,1.6714419,0.1867687,-0.09544405,0.7187419,0.79834986,0.43092948,0.19646382,3.9064767,0.68371266,0.18247116,1.5462718,-0.018861232,0.089144945,1.752578,0.20497072,0.6047215,-0.11352417,0.027035603,-0.055804525,0.102887526,0.17317744,1.0921416,0.84749186,0.3736564,0.27883235,0.12668172,0.19804944,1.7969936
RP3-416H24.1,-0.08675673,-0.076513216,-0.09360264,-0.059289485,2.1826358,-0.06896579,-0.044601317,1.3154767,0.1702436,-0.061011508,-0.10002039,-0.05716027,-0.0064153792,-0.0446352,-0.033730924,-0.06483144,2.218038,1.729591,-0.03818491,-0.03838814,-0.09605012,-0.06375189,2.5913458,-0.11407684,-0.086666346,-0.08305708,-0.07986233,0.40388116,1.8861697,0.04243769,-0.024611657,0.0568108,-0.08109467,-0.07361111,-0.046638876
FAM3C2,1.7290012,0.35863736,1.6229255,0.6622445,0.9127778,0.35088584,0.12746422,0.13166298,0.37654543,3.0729723,1.7470951,0.4016691,0.104622915,0.4582671,0.33233827,0.41671482,0.4673285,0.20597777,0.24821626,0.38796422,1.1032833,0.5132769,0.6042811,0.2977833,0.6729056,0.7553881,0.47538006,3.5895658,0.602319,0.28951055,1.335217,0.0779147,1.0122446,0.40058127,0.13622391
SLC1A5,1.2468243,1.4207045,1.325887,0.2068939,0.34040055,0.72142,1.9180808,1.0693083,0.49379575,1.0255076,0.8218167,2.1039484,1.0138578,0.5922527,0.43871108,1.3263385,1.5349857,1.5337526,0.30520734,0.72984475,3.2063205,1.998085,0.98248655,2.5780935,0.29909834,2.1473703,0.42461875,0.23555268,0.69469976,3.0050108,0.9574154,0.5122246,0.6640685,0.39668733,0.7062744
PLOD1,2.9054534,1.2160456,1.297667,0.19303317,0.3806855,0.40857056,0.5157502,0.081143655,0.58818173,1.0040095,2.6778028,0.054834574,0.112854265,0.15376547,0.5558763,-0.07228001,0.92191684,0.10865195,0.13936308,0.3830589,0.089470364,0.6415811,0.6049805,0.4583429,0.14999051,2.3040254,1.637779,0.94370794,1.1553167,0.19531141,0.3667778,0.20486121,2.2556474,0.080944024,0.104856566
ARF1,2.54649,2.435309,2.946107,0.7193522,1.64267,1.3990519,1.906126,1.6694063,1.8377275,2.0580544,2.1299841,2.0040903,2.044393,0.8475989,2.2667575,2.0830805,1.9645567,1.4305706,0.55848706,2.1110647,2.5963047,1.2864211,0.5318749,1.5908782,0.9789516,1.7198985,1.8490596,1.0328764,1.9956131,1.272983,1.6297815,1.8412687,1.5220934,0.44643116,4.6448226
SPON2,-0.09299813,-0.07750348,0.036852054,-0.061232965,-0.07582237,-0.07021932,-0.093731165,-0.045013316,-0.06354542,-0.098515734,0.35512695,-0.07051538,-0.064868815,-0.066423945,0.08236758,-0.09246406,-0.079770185,-0.06008948,-0.04433428,-0.06654128,-0.09534463,-0.06379611,-0.046182767,-0.09769938,-0.08808138,-0.017420357,-0.0703571,-0.04880684,-0.098146535,0.0052592107,-0.07303855,-0.0598389,-0.07926467,4.574651,-0.09997326
CTSB,0.44506338,0.11955803,0.41970548,0.15794994,1.0639881,0.16301768,0.51978445,0.07956468,1.0462554,0.4184433,1.3077705,0.066542484,0.14314917,0.092513256,1.8405814,1.2767669,0.35135517,0.44340077,0.021229535,0.1036847,0.06106138,0.12083142,0.42780033,0.5700515,0.060658507,3.8882139,2.126587,0.69021827,1.4028536,0.11474577,0.2808751,0.31200615,0.7557518,-0.021590779,0.18125524
AP3S1,0.365452,0.3177947,0.84887516,0.79858303,0.5714606,0.15683965,0.6122139,0.14439502,0.2705893,3.4097428,0.5609388,0.28079313,0.14636344,0.5242579,0.20479427,0.6791091,2.383437,0.30641556,0.14345835,0.21184532,0.70266956,0.18389136,0.39530367,1.4460862,0.6002594,0.6561531,0.61038077,0.27289727,3.1715736,0.3332278,0.9612584,0.2151629,0.36705077,0.2566822,1.0359961
SSFA2,0.7111232,0.008689119,0.71726626,0.03247402,0.49696732,0.07348289,0.48263702,0.07244701,0.105676115,4.6547346,0.54216367,0.2703557,0.09979269,0.21782875,0.12457368,0.46303776,0.3108566,0.14507489,0.13986619,0.13033634,0.111824185,0.105582,0.010069986,-0.009089254,0.19837391,0.24523097,0.2596819,0.19004479,0.18507753,0.7269073,0.8689888,0.014642448,0.47921965,0.002155155,0.07218374
SDC4,0.5936629,-0.005345186,0.8054551,0.22817993,0.8812091,-0.02669497,0.7617205,0.13618043,0.15654777,0.6849891,1.172041,0.304568,0.27034944,0.013644226,0.398819,0.29297584,4.584881,0.68285006,0.55173683,-0.0029808965,-0.050107714,0.93122417,0.8320378,0.58433425,0.1338046,0.5882394,0.21361311,0.5178238,1.2133813,0.091912724,0.8805979,0.48147774,0.49595058,0.03871056,0.7244205
CEACAM6,-0.09188995,-0.07768453,-0.11800457,-0.061294816,-0.07301319,-0.06986312,-0.08704194,0.23559748,-0.06304765,-0.09789053,-0.101150766,0.05002318,-0.037098147,0.13325904,-0.0757474,-0.09210529,-0.079201,4.1047606,-0.042743098,-0.06681598,-0.07692627,2.0325444,-0.045849588,-0.11476509,-0.088999026,-0.09168163,-0.0825725,-0.05227388,-0.10227657,-0.080905214,-0.031532347,-0.0528003,-0.082505316,-0.07493763,0.094802715
LGALS4,-0.09271928,-0.07578978,-0.11210688,-0.060968436,-0.07567658,-0.070764646,-0.06854992,-0.044065636,-0.0629362,-0.09854806,-0.10196679,4.532835,-0.065573424,0.21307378,-0.07531311,-0.092802756,-0.07509814,-0.05922988,-0.04469394,-0.0667567,-0.09603541,-0.06360063,-0.04590324,-0.114401594,-0.08714401,-0.0920135,-0.08279848,-0.0517583,-0.09920688,-0.079609625,-0.019801032,-0.057363804,-0.08137658,-0.07041892,-0.096740164
FBL,1.33537,2.1836493,2.6675818,0.83205307,1.4448332,2.5976956,1.8193744,0.84293777,1.4316964,2.9429696,1.692302,3.588091,1.5295906,1.9074831,0.9757561,2.1704679,1.320679,1.4315916,1.0571945,1.5646826,2.9155664,2.3296266,1.1093369,3.1985617,1.7804594,1.1602237,0.89419156,0.39588758,1.5307587,2.7250946,1.4129418,0.5022752,1.935354,1.337935,1.1911113
RP5-977B1.11,0.12452629,1.9971585,-0.07469897,0.48572013,0.4555252,-0.06981885,-0.088163145,0.47412917,-0.062634245,0.15480661,0.14250928,-0.070692815,-0.06630534,-0.043216255,0.15443307,-0.07266181,3.0918782,-0.061062317,0.3672965,-0.05945218,-0.10058902,0.02678963,2.388599,1.957509,-0.022654228,0.57191384,-0.081687815,-0.00752273,0.12486883,-0.002585199,0.35058552,0.31080058,-0.08018801,-0.06515553,-0.092131115
ZFAS1,0.9059756,0.5706112,2.1162655,0.69465595,0.5053121,0.99166524,2.3699458,0.365641,1.0011864,0.89906764,1.7785747,1.1249989,1.9265454,1.7033851,1.1501359,1.1764122,1.1672982,0.9701893,0.45651674,1.1804117,1.0408617,0.5166338,0.24537063,1.3138703,3.6311185,1.1109065,0.6806836,0.18694125,0.37156826,2.0490766,1.0738022,0.8419527,0.90899026,1.0474086,3.2212129
CCT5,3.249326,1.4330161,3.296048,1.9444027,1.6026593,0.85930294,1.8501967,0.85103184,1.4705032,2.8613021,2.63959,1.4233656,1.2213408,1.2719152,1.6917828,2.4066737,3.079146,1.6604524,1.08268,1.973575,0.6702629,0.7093234,0.63505465,2.6127574,0.8595991,1.1330744,1.490096,0.83174855,1.5329206,2.264483,1.1495731,0.7258769,1.5603375,0.93420213,0.97113794
IFITM1,-0.07805404,3.586942,-0.07655631,-0.055698577,2.823768,0.5022884,0.11327761,0.045680363,0.020777442,-0.09429804,-0.0016772844,-0.07302863,0.11670266,0.023226364,-0.069070496,-0.08422326,0.10873428,-0.056980938,-0.043837845,-0.061471287,-0.09820529,0.7515886,0.0951967,0.3140184,-0.081822634,0.4790532,-0.042280223,-0.022053307,-0.022774516,-0.081289314,0.20602953,0.028667271,-0.03683909,-0.07458823,-0.0926705
PARK7,2.120072,1.8157172,3.3559117,1.3740517,1.1599542,1.1938539,2.0399885,0.7751523,1.3400578,2.0442388,2.2177968,1.5953774,1.4621311,1.11993,0.97307503,1.7404312,1.7616024,1.3368526,0.73856485,1.4437419,2.504062,1.634779,0.9640869,2.6136215,2.88544,2.06119,2.7687998,1.3106494,2.5603702,2.0663302,1.3547485,0.9582861,2.7675467,2.1542816,4.151315
MIR3652,1.4134495,1.9836833,2.5518765,1.4422195,1.0011866,0.8051349,1.1826657,0.20327541,0.74988145,1.110504,3.4291887,0.6737087,0.3167386,0.63523936,-0.07530564,1.9802263,0.7213415,1.0811923,0.3953949,1.308176,1.2451099,0.5834629,0.38158342,2.2965205,0.84539104,2.0536256,1.3124063,0.73084456,1.860288,1.0637066,0.5269593,0.36120328,1.7406421,1.4249275,-0.09131785
HIST1H2BK,0.34394845,1.0271517,0.13369118,0.34816816,2.1302092,0.22778381,0.30649233,0.42847937,0.032032352,0.11677045,0.46038225,0.24730846,1.5931486,0.064971104,0.10978911,0.13004133,1.0381678,0.6308134,0.738185,0.3181285,0.028795745,3.5667453,0.20229258,0.7125884,0.12516834,0.47010782,0.06402233,0.21773408,0.057918478,0.6329074,0.490035,2.0057054,0.24787161,1.5147936,1.6423174
