,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST ,DLD1_LARGE_INTESTINE ,PA1_OVARY 
C12orf57,0.2393128,0.36557972,0.52581745,0.8227755,0.40778148,0.1348264,0.061455756,0.1523967,0.20229329,0.19339569,0.074480936,0.34010687,0.68194854,0.28456786,0.1205605,0.04091385,0.043654796,0.2814696,0.097824335,1.0144368,0.40630084,0.07376775,0.75754064,0.3792524,0.019219672,0.16742386,0.255786,0.4148981,0.16485155,0.01040131,0.08438971,0.13924399,1.5146574,0.6163671,0.9376534
DHFR,0.16543497,0.26065746,0.37757352,0.19732675,0.31808892,0.24479724,0.1852461,0.04147428,0.3390719,0.39938724,0.28094143,0.1196982,0.22928743,0.09128689,0.28260937,0.2165339,0.08191472,0.06405535,0.20505516,0.37842807,0.029253379,0.013489812,0.23137784,0.067989126,0.43249762,0.01018131,0.36646837,0.2710334,0.5204969,0.15421982,0.0935565,0.117685966,0.33537778,0.7242063,1.9995114
SPRY4,0.017697973,0.56172556,0.96077144,0.13014933,-0.045359395,-0.07008691,0.037440624,0.026607927,0.2164564,0.6846359,0.060297653,-0.028640721,-0.008629719,0.04245717,-0.020625249,-0.069959424,-0.011220311,0.053831976,-0.036273666,0.5209052,0.07570945,-0.034483146,0.91620857,0.086187296,0.26647127,-0.02235116,-0.021097897,-0.037813567,0.08409659,-0.05916563,1.2994423,-0.062064428,-0.09207168,-0.02501369,0.10649104
GPAA1,1.5419958,0.3088042,0.8654778,0.2925625,0.3719412,0.38931036,0.44365078,0.43154594,0.28479803,1.0312169,0.31538206,0.27525833,0.13753623,1.1868508,0.56533265,1.242554,0.20338707,0.07031872,0.24800342,0.4201701,0.3669026,0.61449945,0.63920146,0.7295483,0.6404427,0.20993698,0.65609205,0.079654045,0.39674473,0.33321694,0.38285732,0.44407675,0.5108263,0.2166502,0.27533036
TUBG1,1.281776,1.103499,1.3580028,1.0250065,0.43491372,0.816475,0.45429713,0.6848126,1.1401004,1.1043746,0.41940403,0.5910169,0.27647904,0.8475543,0.6817173,0.96168095,0.32252127,0.5559242,0.8693564,0.92473716,0.46484825,0.26686433,0.26814848,0.48583394,0.9962305,0.47538576,1.3872582,0.5203893,0.48962778,1.1676495,0.8494714,0.32970595,0.5046961,0.4873335,1.0132899
TARS2,0.083422005,0.47755656,0.38185126,0.069898404,0.08636996,2.034634,0.059044078,0.10907006,0.011549046,0.14710526,0.09288919,0.23966442,0.091690786,0.41646627,0.15237775,0.05819156,0.1942686,0.08003551,0.17873858,0.16343665,0.045699004,0.064123586,0.05344543,0.08720571,0.20010757,0.07115355,0.06061497,0.15213685,0.17360383,0.1675385,0.21469007,0.076380186,0.22640449,0.15858185,0.20088512
CDA,-0.09286119,-0.07758547,-0.11626433,0.03571142,0.43627623,-0.07011708,-0.045405496,0.3279475,0.06621931,-0.100784056,-0.050794404,-0.06682591,-0.029468212,0.15856291,-0.07013692,0.6443336,0.11680402,-0.045048397,-0.06609939,-0.09732452,0.1536093,-0.007376319,-0.08911921,0.41133028,-0.08182485,0.046955228,1.7112979,-0.03878179,0.15311345,-0.060032547,-0.08010372,-0.07540198,-0.0982135,-0.026847113,-0.10084202
PYGL,0.6749983,0.45122752,0.43153337,0.36333844,0.4447965,0.66189045,0.18370615,-0.046417926,0.9222663,0.8730676,0.15591514,0.15324306,0.07242601,0.11369495,0.7255816,0.43029553,0.1354543,0.5259706,0.46156728,0.44346613,-0.043525286,0.47634986,0.084821135,0.1551418,-0.07322736,0.0668267,1.3398864,0.48506954,-0.07756191,0.041496575,0.7132501,-0.057172824,-0.04518004,0.054154165,0.4108755
MAGED2,0.22786272,0.6393901,0.35144356,0.12746957,0.42518097,0.4069198,0.7671865,0.27698675,0.046976745,0.83193195,0.099148706,0.35415003,0.042877384,0.35499448,0.20555326,0.25045437,0.001415552,0.050299395,0.10454704,0.079249024,0.36974254,0.35286325,0.009686726,1.1256988,0.8600255,0.6253443,0.39863944,0.24772246,0.4711068,1.1183822,0.83632046,0.5176057,0.33238703,0.6072107,1.2447433
TRIB3,0.25529104,0.11782262,0.21463959,0.02542263,0.15581052,0.021869821,0.20019083,0.16723244,0.08446763,0.0885976,0.25926325,0.119199306,0.14474706,0.25695878,0.660742,0.21389355,0.87042195,-0.017307635,0.20040637,1.0870323,0.26161316,0.15687482,0.010521755,1.1016319,0.21862444,-0.001098265,-0.009647165,0.11511034,0.003451203,0.11259798,0.07479557,0.16791447,0.0954476,1.3244548,0.09900712
SLC16A3,0.23281582,0.060417667,-0.07360827,0.028819501,0.7601507,-0.06897892,0.026678642,-0.024805777,0.70200694,0.18900353,0.056732576,-0.04945548,-0.02886207,0.17675336,0.3996543,0.41413286,1.402118,0.05475953,0.8164609,-0.08039734,-0.04891853,0.010773216,0.07406282,0.32995504,-0.07647199,0.543356,0.5138804,0.52565634,0.2903829,0.018202614,-0.08039822,-0.06294977,0.054190386,0.03607923,-0.028380683
RP11-343H19.2,0.089223884,-0.001825789,0.106578246,0.031854786,1.690583,0.11308829,0.02658846,0.07325072,0.3300245,0.2753624,-0.026903924,0.22781453,0.20919195,0.06667884,-0.016048128,0.08713438,-0.037525363,0.12052269,0.016731905,0.029090885,0.006315917,0.2100417,1.1658844,0.23579413,0.115841895,0.06213789,0.041256323,0.16453893,0.05563262,-0.056193996,0.23404317,0.15292118,-0.002365104,0.34281537,0.16424856
TMX2,1.1042758,0.66821635,1.3380067,0.75111574,0.76166445,0.26926935,0.25486234,0.42419943,0.91471565,0.96186525,0.78397685,0.21398543,0.5291254,1.3371238,0.4889714,1.0102233,0.47112215,0.35883096,0.59190196,1.3186954,0.6603585,0.22911496,0.2984262,0.6136698,1.1717207,0.46510676,0.47303098,0.59379965,1.3038882,0.795347,0.70008934,0.8855861,0.38566235,0.6573595,0.8676775
DEGS1,0.94504535,0.49931458,0.58693147,0.17171033,1.1432098,0.10644868,0.10080436,0.17952262,0.32928926,0.501837,-0.0361885,0.12896074,0.08726813,0.4639362,0.20883079,0.8073727,0.036797415,0.18430829,0.39672828,0.3078263,0.26866814,0.65403104,0.26266783,0.5572267,0.58286977,0.28713757,0.7463366,0.18015578,0.26435202,0.2094399,0.59284276,1.0050216,1.0427113,0.15693514,1.18799
SNHG8,1.038847,0.24004063,0.95521975,0.35936427,0.2528832,0.5235397,0.11228505,0.7015016,0.34173408,0.5387128,0.59373766,0.37765658,0.82748514,0.3684435,0.76975167,0.22853324,0.5239348,0.037589073,0.6718991,0.94991016,0.38185444,0.21264099,0.99615675,0.42472902,0.3899811,0.16882095,0.29644296,0.2997121,0.39739254,0.35178527,0.23866566,1.4454515,0.674557,1.1229613,0.027198499
RP11-6O2.4,0.28656843,0.079724476,0.3425913,-0.051608615,0.01608147,-0.061651196,-0.017464982,-0.04745599,-0.08550161,1.8897257,-0.07525726,-0.04777526,-0.052236665,0.025887992,-0.07219744,0.017801948,-0.045261905,-0.003634147,0.05324845,-0.07922591,-0.062168352,-0.03500441,-0.088796,0.026059434,0.043321487,0.004745151,0.16841732,-0.077151336,0.1346096,-0.05884437,0.06957749,0.032363955,-0.03192178,-0.09027965,-0.015481549
AP2B1,0.26590684,0.36232767,0.6439692,0.348101,0.18208699,0.20382088,0.11013666,0.75557375,0.76335055,0.3667493,0.7083985,0.11866499,0.36059108,0.19418506,0.90319175,0.5429099,0.42844334,0.39828634,0.5018024,1.5840682,0.11986413,0.11822673,0.15234014,0.50762177,0.47826475,0.703247,0.9411201,0.26237026,0.66961616,0.52757496,0.21148928,0.44007805,0.2859761,1.0963571,1.0228909
EPHA2,0.24448621,0.14315115,0.7372967,0.30771664,0.53570044,0.007978396,-0.015551432,0.6720587,0.7717718,0.21465397,0.47608253,0.036672268,0.3799186,0.17196223,0.4985395,0.6317564,0.41525033,0.6281486,0.12169507,0.002226182,0.15646426,0.23069613,0.47125414,0.49507943,-0.031303618,0.6290907,1.2991835,0.4561261,1.0830425,-0.051616147,0.03254069,-0.07207399,-0.07121621,0.34681445,0.05001939
RNF187,0.28822893,0.6883931,0.5887338,0.14188512,0.24296275,0.296985,0.3118245,0.19188587,0.3075709,0.40269983,0.06414162,0.40755782,0.23051831,0.3671873,0.29335496,0.34610748,0.19953412,0.04178587,0.3466913,2.0232284,0.12026848,0.13001779,0.050594985,0.6150753,0.58157283,0.16854003,0.42646483,0.17929357,0.47501612,0.3584183,0.42311552,0.37840274,0.571075,0.37000045,0.1869856
PON2,1.4572675,0.022229662,0.36205468,0.2861223,1.0798713,0.023829196,0.10382347,0.06034321,0.24614023,0.6647094,0.23832758,0.121259905,0.26236033,0.21696985,0.27075964,0.31028366,0.29124364,0.14557524,0.111899026,0.24393645,0.9816381,0.19593887,0.40633878,0.2932045,0.46771306,0.1675972,0.20968437,0.20590515,0.37611791,0.093460746,1.0898105,0.10816347,0.39248687,0.7006264,0.3934215
C6orf48,0.9634483,0.24960549,0.4169251,0.3428112,0.65589786,0.35452142,0.28384307,0.48217574,0.5775174,0.9545278,0.45953938,0.44316557,1.4670581,0.6097105,0.7856556,0.3630027,0.45860362,0.2560541,0.5344405,0.82891357,0.25232264,0.11999877,0.7836715,0.5880708,0.50772625,0.17382266,0.33661777,0.86654276,0.17403354,0.6287003,0.4301577,1.4999719,0.44480255,1.0983968,0.7596599
SCRN1,0.6404137,0.32668117,0.8920185,0.2878197,0.6135333,0.029253569,0.006867611,0.41484964,0.460527,-0.026763225,0.07624416,0.3845099,0.094159395,0.4278712,1.1017838,0.7505379,0.013875723,0.13614719,-0.06192444,0.096420094,0.026049573,0.1937993,-0.0879993,0.98710805,0.5119623,0.6964442,0.25742707,0.35450563,0.26466867,0.3290613,0.01366065,-0.059932936,0.8286133,0.30823106,0.853925
KRTAP2-3,-0.08894354,-0.07807618,-0.11187021,-0.061114218,-0.077531055,-0.070851125,-0.044121616,1.8067901,-0.042640742,-0.06856579,-0.07606316,-0.067275435,-0.060505923,-0.07572553,0.54381806,-0.075289935,-0.06133151,0.073192105,-0.06715962,-0.101570755,-0.06613555,0.062126696,-0.07604385,-0.09102144,-0.07823916,-0.052293204,-0.0925402,-0.04535964,-0.080497466,-0.060800202,-0.072983705,-0.07532438,-0.100551955,-0.078521624,-0.115415715
POLR2K,1.0256749,0.28502423,0.9634558,0.15619737,0.47208872,0.2599046,0.18837254,0.34527728,0.52272785,0.4709617,0.38498756,0.34555897,0.19599305,0.16198163,0.33910003,0.8715044,0.18240096,0.16702677,0.27003312,0.67971677,0.27980265,0.30391997,1.8178139,0.50624096,0.41484484,0.1577817,0.367857,0.42568493,0.33775234,0.41607273,0.47391143,0.5098898,0.9625472,0.39387572,0.641021
RP11-181C21.4,0.24844818,0.34629878,0.45191228,0.16742234,0.37283224,0.10821385,0.041388977,0.11420147,0.31700334,0.26109168,0.12471802,0.09836186,0.04841217,0.33446556,0.4033327,0.21946937,0.09368227,0.13992411,0.2495042,0.3694215,0.029266013,0.04388512,0.44312292,0.34689015,0.28740323,0.21072759,0.5076218,0.16371424,0.18384069,0.072765574,0.15167224,1.9467592,0.69544566,-0.004103356,0.044294477
RP11-575L7.8,1.1097301,1.031005,1.5560211,0.31834492,0.51437,0.8680913,0.38930717,0.5829773,1.396448,0.9666905,0.80539924,0.6038687,0.58332413,0.838002,1.1699133,0.83217156,0.45528245,0.3982824,0.6922373,1.0835174,0.34268352,0.25198337,0.3856918,0.6987907,0.65581495,0.38721737,1.1681136,0.89726853,0.7972883,0.5070419,0.5036503,0.8245208,0.58637995,0.6046529,1.3612756
RP1-56K13.3,0.4748277,0.056632474,0.48608294,0.25110424,0.21592766,0.04708451,0.9801944,0.25916493,0.42839086,0.39067757,0.7680521,0.1782384,0.20445065,0.23460895,0.56899446,0.91044974,0.2069845,0.15903525,0.32536536,0.6442531,0.62957937,0.3534987,0.119026914,0.40833712,0.3304784,0.45672864,1.6623949,0.8022405,0.64624107,0.64282215,0.15814048,-0.067885935,0.2714466,0.6961642,0.29587704
PREB,0.32961008,0.40330622,0.5111792,0.49735796,0.2887597,0.4342495,0.26895532,0.12721106,0.46543923,0.5722682,0.27720675,0.36191854,0.18260089,0.20157872,0.35413083,0.26567593,0.293101,0.18111177,0.36838588,2.148344,0.25977725,0.21623069,0.40203696,0.420568,0.50873405,0.10782067,0.45002177,0.54275763,0.31859404,0.159828,0.48958394,0.25194865,0.3603857,0.34625763,0.1610807
COPB2,0.6936187,0.5440726,1.2232454,0.43572164,1.2728398,0.68400526,0.38223684,0.5191878,0.86123055,1.1056826,0.45133245,0.5408316,0.29058415,0.42860806,0.6830583,0.6770311,0.2488477,0.32888067,0.27388287,0.81053627,0.37579644,0.72195697,0.25316316,1.1883533,0.56744766,0.5110519,1.0175273,0.46853307,0.9440024,0.85589546,1.4914005,0.6035303,0.79566145,1.2077892,1.0257084
EIF2A,0.5275977,0.40909204,1.4103373,0.6932852,0.5171977,0.97431374,0.17345053,0.39680964,1.4262035,0.96246,0.84027517,0.3361953,0.5367887,0.24670155,0.9712879,0.34566966,0.32065144,0.39915574,0.33791736,0.79738504,0.24931222,0.14532876,0.669757,0.76131076,0.41138008,0.19305746,0.35248357,0.471322,0.4935278,0.36298886,0.5322302,0.34945053,0.856434,1.1274029,0.80198395
RBMX,0.72233367,0.86043304,1.2720116,0.35858566,0.5056532,0.86373353,0.22652824,0.44791985,0.98630935,0.5827715,0.655165,0.5708078,0.5656245,0.4866555,0.914494,0.4626701,0.29959503,0.33374247,0.61382926,1.2750447,0.4105486,0.2186482,0.4491109,0.47264275,0.46737507,0.38383803,0.792834,1.1329498,0.6704424,0.33267522,0.53005046,0.72061884,0.9134323,0.87296104,1.7128154
FBLN2,-0.092041664,-0.06652796,-0.11804755,-0.061179593,0.034704402,-0.06933699,-0.045728277,-0.05936053,-0.098585255,-0.102183275,-0.07441118,-0.06674636,-0.068199046,1.4925532,-0.09276877,0.03825254,-0.061273385,-0.031677615,-0.06722633,0.71070373,-0.066078864,-0.002251665,-0.08879841,0.50735545,-0.08281849,-0.03703735,0.7938929,-0.08162404,-0.08332888,-0.060448878,-0.08258267,0.17006181,-0.019924728,-0.09378647,0.22534317
TBX2,0.27097753,1.6461897,0.0471527,-0.05317811,-0.076482855,-0.06482061,-0.029237503,-0.038385276,-0.098626696,0.5006348,-0.07567051,0.30457857,-0.039828952,-0.06579658,-0.083490826,-0.06809742,-0.058389198,-0.04442349,-0.03305992,0.15283097,-0.06400987,-0.04537501,-0.08920624,0.16872977,0.5508855,-0.046616405,-0.09674157,0.004981227,-0.084049575,-0.03907351,0.54895574,-0.054907538,-0.093072936,-0.092980914,-0.1155246
PHF5A,0.7840083,0.75749683,0.80635756,0.3517835,0.6205666,0.3530452,0.1343135,0.3163153,0.9969454,0.85031414,0.349027,0.19531189,0.39158785,0.2491559,0.36391878,0.6322509,0.24530527,0.24016781,0.45905071,0.4989066,0.19056696,0.34377095,1.7844024,0.43716466,0.51975614,0.13442935,0.55685276,0.78263605,0.28274512,0.18998748,0.52874184,0.27973023,0.31191164,0.7962774,0.96578723
MRPS34,0.9771177,0.8883898,1.0898254,0.3244511,0.26021004,1.040603,0.42535555,0.43456388,0.77648515,1.36957,0.93186516,0.6965775,0.6098794,0.9011392,1.3247855,0.74919367,0.6456856,0.2658118,1.1309183,1.0323071,0.8143337,0.27034083,0.77455384,0.6058962,0.83084834,0.33600485,0.7101878,1.0399774,0.53211796,0.49062124,0.8656845,0.36395493,1.6239381,0.75502867,0.7397543
EI24,0.6168382,0.53621143,1.027677,0.36806485,0.17236674,0.35964552,0.24793474,0.13656864,1.3833112,0.5798468,0.7067258,0.16694218,0.4821552,0.18620035,0.48947275,1.0088315,0.23645836,0.26822358,0.3708193,0.7979463,0.23853801,0.42170057,0.63926184,0.48286578,0.29717055,0.33745396,0.87677383,0.40895885,1.241317,1.0416732,0.4077342,0.78413576,0.9341791,0.5220711,1.0184971
PSMB8,0.46135873,-0.015522398,0.38696426,0.1820248,0.5455042,-0.065935455,0.22043079,0.28019872,-0.0955941,0.45348653,0.02378595,-0.06504146,0.54078853,0.44047984,0.8135956,0.33258885,0.17417632,0.08896193,0.3046924,0.20641048,0.15900289,0.0870414,0.1577922,1.4216717,0.36478108,0.2807419,1.099242,0.018643886,0.4489057,0.11466794,0.12693143,0.016895255,0.15620957,0.7080585,-0.07837917
DNAJB1,0.7700308,0.38512892,1.1309154,0.3024229,0.3880623,0.09557899,0.37318283,0.16789412,1.4521128,1.1629572,0.21709554,0.51313204,0.29064396,0.7245993,0.24581845,0.98792255,0.19151233,0.10330897,0.31202894,0.8138653,0.21625866,0.29915455,0.37065893,0.40368775,0.6954888,0.3582576,0.6149587,0.41621572,0.3396584,0.22886467,0.50831735,0.19392867,0.6342625,0.97172666,0.6159153
PLOD2,0.4803567,-0.006903378,0.1921332,-0.011212964,0.63560843,0.14832129,0.041115757,0.72665596,0.049011357,0.88980794,0.03865963,0.092453875,-0.021521814,-0.003083487,0.53755736,1.1365327,0.008311085,-0.006675607,-0.010730074,0.068540215,0.06980008,0.059370983,-0.08846297,1.1538881,0.124661475,0.49124417,0.0947825,-0.050614905,-0.011604541,0.2684935,0.23583156,0.031114485,0.066844314,0.14918876,0.14527267
CEACAM5,-0.09304913,-0.07767158,-0.11716876,-0.0612276,-0.075489365,-0.06973844,0.17936295,-0.062888786,-0.096315205,-0.10272298,-0.028082397,-0.047074802,0.3476302,-0.07525455,-0.09119046,-0.07972676,1.7910075,-0.043237265,-0.06687641,-0.098269865,0.38531506,-0.04616605,-0.08917231,-0.09294153,-0.082652785,-0.052292977,-0.102564074,-0.08052383,-0.044494916,-0.05774093,-0.08200814,-0.07438627,-0.077980705,-0.08113514,-0.115375094
PPP1CC,0.49849623,0.5574478,0.75936645,0.25844437,0.24739112,0.6998985,0.1632385,0.33124298,1.2257715,0.6254886,0.48752788,0.16039413,0.6521187,0.15159805,0.8958937,0.41826993,0.3118373,0.35245332,0.43492728,0.9989434,0.2665249,0.086711556,0.68449956,0.3359525,0.3206099,0.11912308,0.391514,0.41962925,0.7209381,0.39936382,0.45925483,0.61246836,0.55517054,0.45280725,1.7192725
NDUFB3,0.71542484,0.49277797,0.60546404,0.32428977,0.4150249,0.38104752,0.19665769,0.40592548,0.45402983,0.7096808,0.6289432,0.43900865,0.4349374,0.74287564,0.8034653,0.7711661,0.38619798,0.3007827,0.7187036,0.7382756,0.64991903,0.51270413,1.3813148,0.9424062,0.7439761,0.49618033,0.88087153,0.60685474,0.83355653,0.33050787,0.99116504,0.5302921,1.6571718,1.3646336,1.1897092
SEC61B,0.7308492,0.7057454,0.84627503,0.34823743,0.4547236,0.8805934,0.36209664,0.37748858,0.50925666,0.8209267,0.60642356,0.60379404,0.38256097,0.46039808,0.8612985,0.803028,0.4036438,0.34620005,0.65316474,0.9107373,0.80540735,0.40900415,1.5474273,1.3449695,0.7673111,0.33292964,0.9418587,0.7930953,0.6760889,0.3174042,0.8888897,0.44628263,1.275074,1.2829721,1.3073885
LRRC59,1.1911952,0.6677135,1.2765872,0.58350563,0.6234582,0.6351532,0.5913898,0.8793979,1.7545556,1.2946038,0.47538382,0.50452316,0.36969906,0.473381,0.71577483,0.56125855,0.5831111,0.4108639,1.013934,0.6415106,0.3457626,0.2657375,0.50036526,0.56119967,1.0446521,0.2696297,0.95948064,0.5085222,0.5386512,0.60929227,0.94196737,0.32719648,0.6385207,0.5314629,0.4061602
PXDN,0.7461846,-0.07756878,0.040382966,-0.059306446,0.19555773,-0.07036927,-0.034215435,0.0948821,-0.02572459,-0.07476364,-0.07442554,0.19988577,-0.066892095,0.099142626,0.7787046,0.027398858,-0.048415206,0.02314739,-0.037770767,-0.08590295,-0.06561649,0.045471676,-0.0891017,1.5727164,-0.08201741,0.2562577,0.1716245,-0.07538372,-0.076725915,0.055774156,-0.06701006,0.030552378,-0.0434582,-0.09317255,-0.11569065
MAGEC2,-0.045810252,-0.07788637,1.4923589,-0.06104285,-0.07725732,-0.06983481,-0.04571081,-0.06177311,-0.09868854,0.37016335,-0.075766884,-0.06688403,-0.06698704,0.08524093,-0.09232336,-0.079604,-0.057115942,-0.04558797,-0.06719132,-0.100925356,-0.059436187,-0.040222865,-0.089129016,1.0754251,-0.06702046,-0.051252417,-0.1022565,-0.08206442,-0.08456173,-0.059438713,-0.066728964,-0.07520334,-0.028770195,-0.09446966,-0.11573314
SKP1,0.6301663,0.5433427,0.9227232,0.3924109,0.7712528,0.2935556,0.45141485,0.26226696,0.59176093,0.64643466,0.34831125,0.38082486,0.38117158,0.31915134,0.46885085,0.45397025,0.43721834,0.17685176,0.40133634,0.8921258,0.42199573,0.4004542,0.6239333,0.46085125,0.55821,0.43756425,1.0885326,0.464888,1.0247571,0.47170147,0.3172014,0.50615543,0.850913,1.1373546,1.8852719
LAMA3,-0.07671302,-0.077942826,-0.114418305,-0.04192578,1.7879019,-0.066389896,-0.03450697,-0.05674353,-0.08084598,-0.09725374,-0.054101594,-0.065463506,-0.025510611,-0.062657356,0.03171884,0.13002943,0.012394745,-0.0439558,-0.060262054,-0.09869555,0.007282951,0.32042816,-0.08929624,-0.07337159,-0.082522094,0.103898615,0.51291096,-0.057976898,-0.011087333,-0.030373858,-0.08131063,0.13384205,0.006870376,0.009137119,-0.1156032
RSL1D1,0.6732723,0.7848339,1.1759007,0.22342671,0.18084425,0.83704096,0.18751946,0.36158633,1.372815,0.6569164,0.4820573,0.36758184,0.4655086,0.69486636,1.1769314,0.91315705,0.3126558,0.30601174,0.54517704,0.99730134,0.30484203,0.12044161,0.6579506,0.46958864,0.34326047,0.15846941,0.4473834,0.6227644,0.6224241,0.258216,0.8648518,0.29217732,0.9420087,0.7927609,1.0261413
AZIN1,0.9702469,0.38002396,0.7092071,0.18817313,0.33880174,0.08889236,0.13409637,0.42819992,1.1005299,0.44136795,0.24779093,0.3490291,0.20228975,0.21930727,0.4681732,0.5743142,0.18600573,0.2091437,0.23329829,0.7989849,0.11473046,0.35676745,0.7174096,0.29330462,0.48669374,0.16594152,0.43276536,0.3697484,0.42154768,0.34825483,0.3577923,0.4534321,0.8235092,0.78952503,1.6845324
IGFBP6,-0.035867408,-0.041353673,0.386418,-0.04214662,0.26650015,-0.06775301,-0.04447958,0.074692644,0.06988966,0.026641136,0.37720856,-0.06483835,-0.03147104,0.29853812,0.4774384,0.002562394,0.015810393,-0.035841614,0.1073164,-0.09873906,-0.05478098,-0.022895312,0.2422732,0.2775936,-0.041817624,1.0615405,1.4555393,0.28943512,0.18666375,-0.044037536,-0.07906881,-0.07498973,-0.09753014,-0.03512953,-0.065026656
U2AF1,0.9453579,1.0075535,1.0573419,0.5567609,0.44728974,0.70164084,0.27569202,0.9200243,1.563649,0.96324325,0.6026262,0.78281045,0.6634303,0.47028178,1.020315,0.65209615,0.61391747,0.42768812,0.6518011,0.6180047,0.7930057,0.47643048,0.7258254,0.60979706,0.920105,0.40981656,1.5731415,1.2747376,0.7246724,0.53061455,0.61923,0.80325836,0.24556957,1.0494624,1.4056617
CS,1.0304949,0.61066633,1.234826,0.73299295,1.0786237,1.3055094,0.4176466,0.604724,1.4037337,0.8847241,0.93357366,0.7882859,1.2717143,0.70379764,1.1363124,0.70760196,0.6543449,0.40737972,1.078375,0.99340856,0.5261231,0.3920144,0.51539856,0.4568078,0.9471819,0.15784396,0.88323647,1.2935106,0.8241681,0.8703704,0.7911547,1.3487426,0.5575632,1.180852,1.3481765
GPR56,0.2129216,-0.07655865,0.18668996,-0.04925786,0.22130154,-0.0670548,0.20408356,-0.0617397,-0.03844408,0.6427717,0.28298116,0.18020697,-0.055715997,-0.01330556,-0.05576441,0.41910446,0.12192288,-0.043806236,-0.033169787,1.6046467,-0.063081235,0.23738651,-0.08897953,-0.07373268,0.40185872,-0.009154261,0.60530365,0.34811458,0.15180548,0.13698146,0.55966604,-0.048784744,0.042962335,0.27356365,-0.10226479
GADD45A,0.059725776,0.018254204,0.17417096,-0.018024465,0.33470386,0.06534286,-0.034338623,0.4310892,0.11862784,0.17786743,0.1303627,-0.021660402,0.14908326,0.50741935,1.676077,0.33441335,0.08173594,0.46471566,0.04539961,0.022262402,0.1236286,0.6336253,0.35949272,0.54158247,0.13509054,0.45413527,0.76657534,0.5019642,0.021988569,-0.0489293,0.32336518,0.06266145,-0.02327464,0.18600112,0.12513503
NT5DC2,0.89215136,0.7301682,0.6183389,0.4841872,0.097186595,0.97232467,0.254661,0.54623765,0.5236639,0.8037148,0.37351787,0.2924495,0.3099016,1.0084906,0.51062834,0.6095589,0.27047697,0.15433133,0.31468144,1.2275633,0.029878642,0.45773858,0.49699593,0.8843186,0.6510391,0.2231879,0.074780144,0.30913278,0.29158476,0.25373334,0.019119024,0.43065774,0.5783996,0.2535121,1.3242893
SNHG1,0.4541661,0.3332076,0.66313124,0.39577422,0.4278755,0.3917637,0.036947083,0.25997686,1.0650134,0.34187767,0.45819318,0.21161379,0.5300314,0.18668921,0.62455153,0.44617134,0.1505386,0.19568677,0.3201498,1.2343166,0.2825845,0.15769407,1.5871588,0.1515086,0.3996685,0.087011844,0.33675426,0.7087974,0.70869327,0.24457283,0.28599247,0.26016113,0.2451263,0.74388975,0.5390138
CTD-2026K11.1,0.8968134,-0.032754872,1.26926,-0.06016964,-0.07486855,-0.07005802,-0.0448078,-0.03530408,-0.07302636,0.7854713,0.015881123,-0.060047172,-0.0671377,-0.036658876,-0.08447559,-0.0445488,-0.058730707,-0.04504977,-0.06617505,-0.101570755,-0.063315794,-0.042916264,-0.08709145,0.03618696,0.4975183,-0.047234196,-0.09805415,-0.08010956,-0.08004915,-0.054818157,0.60560197,-0.073411815,-0.09154169,-0.09462954,-0.035001274
CBS,0.19722132,0.94163775,0.084689386,0.01948129,0.3504736,0.7242801,-0.004598626,0.07233034,-0.09840097,0.04966113,-0.075579345,0.34243104,-0.06558241,-0.050311632,0.033366937,0.1755227,0.31510553,0.067751765,0.006257503,0.92019147,0.33983302,0.24800012,-0.088656634,0.4102742,-0.049476255,0.082802705,0.025067437,-0.048732027,-0.022772497,-0.009900771,0.011548501,0.8651107,-0.06924047,-0.09442066,1.0194541
PRPS1,0.4384637,0.76531327,0.67409915,0.48767507,0.34759176,1.1443558,0.2890149,0.47095132,0.8716731,0.29834935,0.4437669,0.12437792,0.21652126,0.8338037,0.677671,0.36543924,0.11686557,0.042202294,1.0217783,0.89790255,0.77210414,0.12572698,0.60135424,0.23085248,0.4345939,0.45808253,0.68702614,1.3375888,0.15776993,0.123452045,0.47130114,0.2012873,0.39032024,0.06276496,0.80260247
TARS,0.7880813,0.58434093,0.9467234,0.29061496,0.6401858,0.23754522,0.18614352,0.3935754,0.9017639,0.5518438,0.5657877,0.122685224,0.45036936,0.47459257,0.8712615,0.7867682,0.7028777,0.3556162,0.37216893,1.3518802,0.2503217,0.23699833,0.27595878,0.60125023,0.28306562,0.31079647,0.40107408,0.7413261,0.4797767,0.060345165,0.3960019,0.17057592,0.16445428,0.8290964,1.4420401
