,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST ,DLD1_LARGE_INTESTINE ,PA1_OVARY 
GSTT2,-0.06449499,-0.066587254,-0.08909442,-0.061278332,0.17644936,0.061316174,-0.034952942,-0.017056685,0.013600124,-0.009776345,-0.07323219,-0.067275435,-0.029450972,-0.065894574,-0.06209565,-0.053147677,-0.000189753,-0.045527082,-0.061530195,-0.08672658,-0.05983523,0.10822369,-0.001070609,0.1440838,0.31072918,-0.032189954,-0.057599816,-0.070076145,0.010878329,0.23721342,-0.074093156,0.022318043,-0.07217071,-0.04660571,-0.11264088
MGAT2,0.26853716,0.15919335,0.2055855,0.25150448,0.042849127,0.15741692,0.027364833,0.11956034,0.16996051,0.35341632,0.068366915,0.05790528,0.08448431,0.05119587,0.33223844,0.23324591,0.06775044,0.07902531,0.22612521,0.2058549,0.07622732,0.089507364,0.33303553,0.2844694,0.14643884,0.14479686,0.36091638,0.14944634,0.25358292,0.15837997,0.24695261,0.08066568,0.07798823,0.15281561,0.21365507
NBN,0.16804725,0.13960995,0.2350654,0.049122546,0.12801915,0.04898502,0.21972458,0.038591098,0.2622568,0.12438047,0.030545516,0.16418539,0.050462067,0.011672186,0.17861292,0.1581608,0.07507797,0.073350504,0.078341305,0.08896061,0.000182439,0.025621919,0.46961108,0.13711122,0.046704855,0.024184156,0.28985184,0.11653442,0.13548775,0.08414293,0.11624724,0.0777792,0.13170299,0.16497746,0.25410357
TMEM245,0.09400368,0.008458422,0.067895316,0.011430679,0.17726758,0.055453923,0.019862657,0.007456451,0.1340035,0.12647867,0.03180995,0.03524976,0.020819137,0.16320649,0.095197774,0.26998928,0.015877077,0.10048274,0.071159884,0.07098929,0.056237794,0.021426855,0.0440172,0.09641078,0.075663604,0.07459598,0.32158983,0.02706778,0.306807,0.08493109,0.041570637,0.2889357,0.009648361,0.13514464,0.3355391
EXOSC7,0.10865385,0.31951475,0.26351967,0.08837871,0.020615064,0.27195427,0.03322933,0.25477207,0.2830301,0.195639,0.15122081,0.09474651,0.11063579,0.15008907,0.3417277,0.15051082,0.12689377,0.072974235,0.19976188,0.09623939,0.10836109,0.08811312,0.24681804,0.26805204,0.17687432,0.06858435,0.08856705,0.317464,0.10188879,0.15755953,0.14841361,0.21535422,0.035367336,0.23819306,0.38661173
PNPLA6,0.021746023,0.0678539,0.30418733,0.26687735,0.109383255,0.006271708,0.002995484,0.1030392,0.21390209,0.15371066,0.011958785,-0.007605761,0.03260219,0.00531058,0.14414722,0.04705,0.08433968,0.04068001,0.018857652,0.073604204,-0.021524874,0.06647612,0.057584323,0.20657492,0.2295387,0.11199059,0.3462185,0.046469692,0.009954827,0.015358761,0.16347389,-0.007561767,-0.015808579,0.12644883,0.040227383
SEZ6L2,-0.023526927,0.17070875,0.059484027,0.037836295,0.1061141,-0.062340885,0.009405209,0.006999853,0.011514668,0.045637548,-0.030322054,0.13416982,-0.036498375,0.33069187,-0.020744044,0.208761,-0.051904634,-0.006795354,-0.013387242,0.116757646,-0.025667926,0.03880903,-0.06762989,0.107498415,-0.07551117,0.23081914,-0.06069334,-0.06625728,0.08662904,0.15080445,0.13497832,-0.000566824,0.010297787,0.034725454,0.059182018
CTC-518P12.6,0.027402591,-0.001141995,0.05739673,0.06502574,0.003537636,-0.015577876,0.005501163,0.08562223,0.20860916,0.19807588,-0.02613434,0.04930078,-0.040712897,0.05323229,0.0710015,0.12208211,0.025855226,0.001281372,0.018435657,-0.0245216,0.02935933,0.018836219,-0.026086217,0.14123985,0.08541093,0.11124943,0.16588885,-0.000808764,0.030831682,0.0361321,0.16644073,-0.032708928,0.013879661,0.27892852,0.39675725
ZNF32,0.02434552,0.06986496,0.057124503,0.009382539,0.05019833,0.003861911,0.015173905,-0.002800728,-0.005817912,-0.004989881,-0.012491687,0.058381192,-0.054269504,0.1281452,0.008644383,-0.004669673,0.019239085,-0.01732909,0.042648155,0.18985648,-0.012104889,-0.002954113,0.20458718,0.033926982,0.028419113,0.23633406,0.34937423,0.020090794,0.097898334,0.1184736,0.007237207,0.041454922,0.29240453,0.21624377,0.10552487
THAP4,0.18415226,0.26281765,0.17293327,0.26813695,0.065975085,0.26711625,0.048892602,0.1344407,0.30816907,0.19980504,0.14613956,0.076553054,0.20286387,0.3673809,0.41098925,0.12694122,0.09724075,0.10272781,0.2710897,0.24968067,0.135795,0.041335233,0.1188273,0.105056666,0.28864616,0.06431343,0.31460574,0.20843023,0.14411117,0.044218015,0.24488597,0.1740776,0.07191041,0.19667831,0.17933543
CALML4,-0.039387435,-0.056137886,-0.0840322,-0.04834801,-0.05182169,-0.035409227,-0.03453737,-0.05320489,-0.04401436,-0.07211684,0.50010717,-0.009596936,0.013258258,-0.052498564,-0.06216909,-0.05178184,-0.02016954,-0.01927449,-0.021919534,-0.054947175,-0.03769737,-0.04088577,-0.020829942,-0.07501379,-0.028605536,-0.036168374,-0.055983916,-0.04448578,0.07065697,-0.034971014,-0.07012291,-0.035078302,-0.02188889,-0.07386348,-0.07407137
PEAK1,-0.04358678,-0.01913846,-0.06434615,-0.046856854,-0.045892585,-0.019060506,-0.038951766,-0.044398334,-0.032776795,-0.015000912,0.010522745,-0.037182573,-0.018964922,-0.04786565,-0.023440802,-0.032356206,-0.036392003,-0.03528399,-0.052914277,0.49056697,-0.043789323,-0.027510755,-0.05246431,0.055921897,-0.010054508,-0.025431728,0.002325321,-0.025622904,0.009289333,-0.049417295,-0.029429868,-0.07399609,-0.06946872,-0.08469097,0.13579077
KDM4A-AS1,-0.03517488,0.006590132,-0.02980332,-0.028333899,-0.000257278,-0.01905267,-0.030294528,-0.02013611,-0.046024635,-0.04119276,-0.018401008,-0.014858159,-0.030760018,0.003905108,-0.012287692,-0.010982812,-0.032568082,-0.020281158,-0.03979525,0.53298444,-0.020948121,-0.010680788,-0.052277032,-0.021437133,-0.020532511,-0.02230968,-0.04486166,-0.035516415,-0.012127736,-0.028172618,-0.012818935,-0.029084202,-0.065909326,-0.049036074,-0.016284706
PLAA,0.15105613,0.109561175,0.4640393,0.029535875,0.1466679,0.015927842,-0.005479086,0.038749795,0.20794097,0.04396168,0.07689897,0.017929496,0.054537587,0.031666778,-0.092347935,0.09330195,0.018195074,-0.006468322,0.029218694,0.19985996,-0.017244373,0.031432483,0.06942566,0.06851781,0.005567323,0.019519495,-0.022223374,0.04413717,0.085397124,0.010611531,0.027189894,0.08026053,0.055368025,0.16834329,0.17853004
MVD,0.033951405,0.040724766,-0.024448693,0.15385517,0.010924946,0.15827586,0.039699867,0.07449135,0.21790725,0.07827675,0.14716071,0.28060946,0.006385695,0.048176188,-0.026038846,0.14341195,-0.009179908,-0.015297466,0.026362747,0.05406287,0.20367277,0.08304653,-0.012736441,0.052937295,0.3371497,0.032773465,0.24654937,0.018657561,0.056218978,0.20980567,-0.021106824,-0.0341934,0.16423306,0.09746769,0.06478452
AC138969.4,0.051031906,0.06597516,0.019864112,0.025087211,-0.050259344,0.03189353,0.016415954,-0.02524626,0.01862432,0.016510881,0.03148504,0.052758846,0.044675186,0.06796467,0.028324611,0.12171782,-0.00714733,0.007785678,0.026745617,0.54091716,0.00802006,-0.00337328,0.07912036,0.06647054,0.024833538,0.010051978,0.13504453,0.030659953,0.108762935,0.030397594,0.034283098,0.009555133,0.15250275,-0.019330699,0.03327657
CSTF1,0.12776335,0.12715112,0.29909593,0.088907056,0.11959481,0.13485286,0.18989609,0.11436709,0.27106324,0.41317403,0.15361033,0.41475695,0.07933168,0.1412781,0.08059033,0.30620542,0.08219493,0.13244462,0.09007122,0.07610808,0.013440171,0.072387934,0.09369844,0.23712778,0.20188889,0.044679087,0.10795295,0.20858537,0.2809586,0.19256645,0.1615489,0.1377307,0.22026433,0.11247602,0.2156668
QRICH1,0.193957,0.3255495,0.36880618,0.16734415,0.08076268,0.1253074,0.017735979,0.0761647,0.32076347,0.23649806,0.08251523,0.07060674,0.1534094,0.1789316,0.1398133,0.2036548,0.05466636,0.0966309,0.058002178,0.06271654,0.03587997,0.02981819,0.09040535,0.22259434,0.15724863,0.06033814,0.15352273,0.13730426,0.100344874,0.12173847,0.095066376,0.24318212,0.13568784,0.23839347,0.3834358
PKD1P1,0.04580179,0.06222757,0.017214477,0.019743096,-0.050277073,0.030629525,0.015055609,-0.025072126,0.007581084,0.013423022,0.02638017,0.052721966,0.03905567,0.061217334,0.026392156,0.109181546,-0.012393207,0.00662771,0.026379313,0.5344855,-0.004848568,-0.006359166,0.0797159,0.071741916,0.024550324,0.008238167,0.13249578,0.028297491,0.111408435,0.027306205,0.022632293,0.007215357,0.1503411,-0.032725167,0.012870584
ASPM,0.189189,0.11429847,0.33841598,0.008260169,0.060666576,0.0036912,0.02615935,-0.00248334,0.072732486,0.075547665,0.043956295,0.019078838,0.054981936,0.044520166,0.068037525,0.1450061,0.007307186,0.059407644,0.07003564,0.20208094,0.005280659,0.020799015,0.031363647,0.053197984,0.054000463,0.046692505,0.08745087,0.051547196,0.34485886,0.06993343,0.05574589,0.080112986,0.35048255,0.006594369,0.20328066
MGAT1,0.19186494,0.22431171,0.18383124,0.10111948,0.029175106,-0.005853969,0.095766164,0.090752125,0.069314845,0.24870378,0.11950886,0.10376591,0.12658139,0.4158109,0.10512795,0.24142191,0.06488044,0.054494582,0.073175505,0.16786207,0.21878245,0.18094192,0.036715657,0.24558131,0.34797707,0.102305666,0.30181435,0.077956386,0.22515844,0.102215484,0.05429186,0.15375851,0.034115214,0.09186368,0.17516868
SNX1,0.1917037,0.037783425,0.31262034,-0.002515508,0.08984338,0.09976207,0.004289339,0.017130474,0.097478606,0.2963272,0.14764202,0.04838338,0.05685043,0.050021436,0.053195175,0.038122494,0.05722559,-0.003673285,0.012932297,0.17632683,0.04956926,-0.001099531,0.04224943,0.20834847,0.09520682,0.06094043,0.09098208,0.10745047,0.14760517,0.09472469,0.413452,0.17331429,0.04195143,0.044718917,0.16473523
HOXB4,0.005398406,0.04174502,0.05175023,-0.030174,-0.023221828,-0.062371735,-0.03052017,-0.015372789,0.10185782,0.011175823,-0.014255547,-0.06710315,-0.04912279,-0.048478026,0.4454294,-0.0641547,-0.06130673,-0.037822865,-0.06668336,-0.09978893,-0.06306161,-0.01001655,-0.058389157,-0.029903106,-0.025492813,-0.028107028,0.11597549,0.026046226,-0.06471651,-0.051104233,0.04772357,-0.07527084,-0.100645736,0.011367089,-0.11560941
NUDT3,0.3703496,0.25372007,0.05688003,0.09263094,0.008010747,0.29943544,0.107805006,0.118694484,0.081121415,0.16819395,0.1729623,0.062707305,0.057300612,0.05955874,0.21515052,0.08402883,0.041270602,0.075502835,0.072982825,0.14545201,-0.009983587,0.07999235,0.24329716,0.15558654,0.27930078,0.044049673,0.23299232,0.23081623,0.013948211,0.07170834,0.12693697,0.21918778,0.03747823,-0.014445458,0.07843321
RIOK3,0.09840132,0.002378762,0.10097597,0.06569002,0.19801451,-0.002070374,0.00373589,0.044154894,0.07530344,0.1130469,0.061623797,0.03116861,0.013718192,0.10959488,0.10539265,0.21931495,0.07311527,0.025431296,-0.007272959,0.06870295,0.44810575,0.029235523,0.0443066,0.11068743,0.064867,0.14587799,0.20516054,0.033945784,0.06652462,0.014802858,0.028700229,0.02607944,0.24065836,0.20475103,0.2491455
METRN,0.10595833,0.013121526,0.090629525,-0.001779772,-0.03832215,-0.061187062,0.09433123,0.027083505,-0.004732173,0.14222515,-0.037415255,0.18544506,-0.024828864,0.059507098,0.08528765,0.027546363,-0.031824738,-0.022499574,0.04316865,-0.050125524,-0.044930868,-0.006435162,0.009276808,-0.017422792,0.09425772,0.041185305,-0.007172708,-0.0665929,-0.0182115,-0.021941401,0.18641856,-0.04578443,0.40438586,-0.081560716,-0.0536383
MORC4,-0.02106096,-0.06090106,-0.084835455,-0.013967073,-0.004574742,0.080448814,0.018338023,-0.016809322,0.029378898,-0.055842973,-0.007066808,-0.028971193,0.12037197,0.012858707,-0.006980249,-0.039839268,-0.015290438,0.026505666,-0.015685892,0.010403228,0.35590994,-0.037415743,-0.03143393,-0.06189951,-0.0403033,0.029916648,-0.05402322,-0.03584865,-0.02196736,-0.013895039,-0.011268148,-0.04892841,0.113748245,0.32636306,-0.09415712
NTMT1,0.13078049,0.12602125,0.19148299,0.044786543,-0.0026692,0.11984219,0.060737107,0.2013866,0.20302902,0.20545709,0.10373376,0.1481507,0.037288606,0.21266255,0.24974036,0.0972898,0.016173095,0.04472826,0.17984556,0.0280184,0.078991406,0.037045885,0.49906623,0.04345361,0.1035749,-9.43E-05,0.14162764,0.10253818,0.07719798,0.11144277,0.13112588,0.035466593,0.052920483,0.2013963,0.06040414
ELAVL1,0.19983235,0.25640687,0.21925783,0.08635073,0.079228245,0.14376993,0.03973571,0.12667161,0.36891332,0.14245923,0.08075356,0.07171504,0.080627225,0.064000055,0.16856463,0.07396112,0.021526832,0.07438855,0.07709401,0.40111017,0.057557892,0.09233415,0.041310195,0.055267595,0.115818344,0.03571996,0.23716414,0.1643118,0.056760665,0.06755776,0.13178387,0.08201613,0.021129752,0.18722995,0.314688
PGM2,0.24874239,0.06699563,0.36610985,0.07687505,0.012162813,0.12952997,0.043261904,0.12905231,0.1917952,0.05743477,0.112544194,0.056079976,0.062410206,0.14515461,0.4437771,0.118810825,0.11619095,0.03436716,0.101567976,0.026394824,-0.00254442,0.006203617,0.17223772,0.06470257,0.05152592,0.05738309,0.1149522,0.08229789,0.13727093,0.068624295,0.098358154,0.030224595,0.12047233,0.25344053,0.08200743
TIMM23,0.29284734,0.24211517,0.24927655,0.096617915,0.25070336,0.06407259,0.07360401,0.13405818,0.3185664,0.20283118,0.121940844,0.1001011,0.08566204,0.2848904,0.1816353,0.06828413,0.12579547,0.06843696,0.22213078,0.3320374,0.110816576,0.18307148,0.44882977,0.1459648,0.21767388,0.07272664,0.34321722,0.27326807,0.20263343,0.15864597,0.12756722,0.10516605,0.19667779,0.24778244,0.27620554
PPM1B,-0.011156901,0.04369349,0.001156618,0.021759316,0.05431041,0.22300945,0.018617647,-0.012463286,0.026208326,-0.007505766,0.027952021,0.019130992,0.010782072,0.019623501,0.04395247,0.018068349,0.012070356,0.040357996,-0.02724712,0.06085945,0.019820925,0.032238726,-0.011860323,0.02400343,-0.001771845,0.020515516,0.13107286,0.019080535,0.032794915,0.00080733,-0.012110493,0.109277174,0.04001679,0.10654869,0.52037036
